# Biblical Hebrew poetic-parallelism word pairs — two tiers. tomim_confirmed: expert-
# verified (Berlin/Fokkelman/Kugel/Watson/Tsumura via T'OMIM, CC BY 4.0, DOI 10.5281/zenodo.19135731). detected: our own BHSA half_verse extraction (Psalms/Proverbs/Job
# only, min_verses>=3), not found in T'OMIM (T'OMIM is a curated sample, not exhaustive — absence isn't evidence against a pair). Independent of UBS MARBLE and Hebrew
# WordNet; the LLM signal is used only to LABEL relation, never to find pairs. `relation`:
# likely_synonym / likely_antonym / unclassified (parallelism found it, LLM has no opinion).
# See build_parallelism_pairs.py.
strong_a	strong_b	tier	evidence	relation	sample_ref
H4753	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H5197	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H3709	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H4514	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H5674	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H0676	H6965	tomim_confirmed	pair_id=206	unclassified	Song of Solomon 5:5
H1696	H5650	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H3372	H5650	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H5650	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H5650	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1696	H5475	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H3372	H5475	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H5475	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H5475	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1696	H5030	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H3372	H5030	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H5030	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H5030	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1696	H1697	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1697	H3372	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H1697	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1697	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1540	H1696	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1540	H3372	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H1540	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1540	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1696	H6213	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H3372	H6213	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H0745	H6213	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H6213	H7580	tomim_confirmed	pair_id=207	unclassified	Amos 3:7
H1993	H7686	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H1993	H2449	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H1993	H3605	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H3196	H7686	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H2449	H3196	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H3196	H3605	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H7686	H7941	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H2449	H7941	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H3605	H7941	tomim_confirmed	pair_id=208	unclassified	Proverbs 20:1
H3093	H5678	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H3093	H6213	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H2087	H3093	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H2086	H5678	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H2086	H6213	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H2086	H2087	tomim_confirmed	pair_id=209	likely_synonym	Proverbs 21:24
H5678	H8034	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H6213	H8034	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H2087	H8034	tomim_confirmed	pair_id=209	unclassified	Proverbs 21:24
H1556	H2654	tomim_confirmed	pair_id=210	unclassified	Psalms 22:9
H1556	H5337	tomim_confirmed	pair_id=210	unclassified	Psalms 22:9
H2114	H3707	tomim_confirmed	pair_id=211	unclassified	Deuteronomy 32:16
H2114	H8441	tomim_confirmed	pair_id=211	unclassified	Deuteronomy 32:16
H0259	H7307	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H0259	H5414	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H0259	H2319	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H0259	H7130	tomim_confirmed	pair_id=212	unclassified	Ezekiel 11:19
H3320	H4931	tomim_confirmed	pair_id=213	unclassified	Habakkuk 2:1
H4692	H4931	tomim_confirmed	pair_id=213	unclassified	Habakkuk 2:1
H3320	H5975	tomim_confirmed	pair_id=213	likely_synonym	Habakkuk 2:1
H4692	H5975	tomim_confirmed	pair_id=213	unclassified	Habakkuk 2:1
H1323	H3618	tomim_confirmed	pair_id=214	unclassified	Hosea 4:13
H1323	H5003	tomim_confirmed	pair_id=214	unclassified	Hosea 4:13
H2181	H3618	tomim_confirmed	pair_id=214	unclassified	Hosea 4:13
H2181	H5003	tomim_confirmed	pair_id=214	likely_synonym	Hosea 4:13
H1870	H7725	tomim_confirmed	pair_id=215	unclassified	Hosea 4:9
H1870	H4611	tomim_confirmed	pair_id=215	likely_synonym	Hosea 4:9
H6485	H7725	tomim_confirmed	pair_id=215	unclassified	Hosea 4:9
H4611	H6485	tomim_confirmed	pair_id=215	unclassified	Hosea 4:9
H2415	H6509	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H2415	H5342	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H2415	H8330	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H3318	H6509	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H3318	H5342	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H3318	H8330	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H1503	H6509	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H1503	H5342	tomim_confirmed	pair_id=216	likely_synonym	Isaiah 11:1
H1503	H8330	tomim_confirmed	pair_id=216	unclassified	Isaiah 11:1
H3284	H8163	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H3284	H7540	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H1323	H8163	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H1323	H7540	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H7931	H8163	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H7540	H7931	tomim_confirmed	pair_id=217	unclassified	Isaiah 13:21
H3335	H6213	tomim_confirmed	pair_id=218	likely_synonym	Isaiah 27:11
H2603	H6213	tomim_confirmed	pair_id=218	unclassified	Isaiah 27:11
H3335	H7355	tomim_confirmed	pair_id=218	unclassified	Isaiah 27:11
H2603	H7355	tomim_confirmed	pair_id=218	likely_synonym	Isaiah 27:11
H2451	H5641	tomim_confirmed	pair_id=219	unclassified	Isaiah 29:14
H0006	H5641	tomim_confirmed	pair_id=219	unclassified	Isaiah 29:14
H0006	H0998	tomim_confirmed	pair_id=219	unclassified	Isaiah 29:14
H2450	H5641	tomim_confirmed	pair_id=219	unclassified	Isaiah 29:14
H0998	H2450	tomim_confirmed	pair_id=219	unclassified	Isaiah 29:14
H8085	H8159	tomim_confirmed	pair_id=220	unclassified	Isaiah 32:3
H0241	H8159	tomim_confirmed	pair_id=220	unclassified	Isaiah 32:3
H5869	H8085	tomim_confirmed	pair_id=220	unclassified	Isaiah 32:3
H0241	H5869	tomim_confirmed	pair_id=220	likely_synonym	Isaiah 32:3
H7200	H8085	tomim_confirmed	pair_id=220	unclassified	Isaiah 32:3
H0241	H7200	tomim_confirmed	pair_id=220	unclassified	Isaiah 32:3
H0625	H8264	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H0625	H4944	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H7998	H8264	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H4944	H7998	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H2625	H8264	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H2625	H4944	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H0622	H8264	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H0622	H4944	tomim_confirmed	pair_id=221	unclassified	Isaiah 33:4
H5869	H6440	tomim_confirmed	pair_id=224	likely_synonym	Isaiah 5:21
H2450	H6440	tomim_confirmed	pair_id=224	unclassified	Isaiah 5:21
H2224	H3519	tomim_confirmed	pair_id=225	unclassified	Isaiah 60:2
H2224	H7200	tomim_confirmed	pair_id=225	unclassified	Isaiah 60:2
H0935	H3394	tomim_confirmed	pair_id=226	unclassified	Isaiah 60:20
H0622	H0935	tomim_confirmed	pair_id=226	unclassified	Isaiah 60:20
H3394	H8121	tomim_confirmed	pair_id=226	likely_synonym	Isaiah 60:20
H0622	H8121	tomim_confirmed	pair_id=226	unclassified	Isaiah 60:20
H2814	H8252	tomim_confirmed	pair_id=227	unclassified	Isaiah 62:1
H1197	H5051	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3444	H5051	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3940	H5051	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H1197	H3318	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3318	H3444	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3318	H3940	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H1197	H6664	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3444	H6664	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3940	H6664	tomim_confirmed	pair_id=228	unclassified	Isaiah 62:1
H3722	H5493	tomim_confirmed	pair_id=229	unclassified	Isaiah 6:7
H3722	H5771	tomim_confirmed	pair_id=229	unclassified	Isaiah 6:7
H0376	H8141	tomim_confirmed	pair_id=230	unclassified	Job 10:5
H0376	H3117	tomim_confirmed	pair_id=230	unclassified	Job 10:5
H0376	H1397	tomim_confirmed	pair_id=230	likely_synonym	Job 10:5
H1397	H3117	tomim_confirmed	pair_id=230	unclassified	Job 10:5
H2563	H4912	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H1355	H4912	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H2146	H2563	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H1355	H2146	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H0665	H2563	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H0665	H1355	tomim_confirmed	pair_id=231	unclassified	Job 13:12
H3519	H5493	tomim_confirmed	pair_id=232	unclassified	Job 19:9
H3519	H7218	tomim_confirmed	pair_id=232	unclassified	Job 19:9
H5493	H6584	tomim_confirmed	pair_id=232	unclassified	Job 19:9
H6584	H7218	tomim_confirmed	pair_id=232	unclassified	Job 19:9
H3392	H8141	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H4557	H8141	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H0935	H8141	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H3117	H3392	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H3117	H4557	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H0935	H3117	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H2302	H3392	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H2302	H4557	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H0935	H2302	tomim_confirmed	pair_id=233	unclassified	Job 3:6
H1204	H2472	tomim_confirmed	pair_id=234	unclassified	Job 7:14
H1204	H2865	tomim_confirmed	pair_id=234	likely_synonym	Job 7:14
H5341	H5557	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H5341	H7564	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H1870	H5557	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H1870	H7564	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H5557	H8537	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H7564	H8537	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H5557	H6666	tomim_confirmed	pair_id=236	unclassified	Proverbs 13:6
H6666	H7564	tomim_confirmed	pair_id=236	likely_antonym	Proverbs 13:6
H1870	H5341	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H2623	H5341	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H5341	H8104	tomim_confirmed	pair_id=237	likely_synonym	Proverbs 2:8
H0734	H2623	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H0734	H8104	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H2623	H4941	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H4941	H8104	tomim_confirmed	pair_id=237	unclassified	Proverbs 2:8
H0618	H6555	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H0618	H8492	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H0618	H3342	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H6555	H7647	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H7647	H8492	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H3342	H7647	tomim_confirmed	pair_id=238	unclassified	Proverbs 3:10
H0734	H0834	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H0734	H7451	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H0935	H1870	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H0834	H0935	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H0935	H7451	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H1870	H7563	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H0834	H7563	tomim_confirmed	pair_id=239	unclassified	Proverbs 4:14
H7451	H7563	tomim_confirmed	pair_id=239	likely_synonym	Proverbs 4:14
H3891	H5493	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H5493	H7368	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H5493	H8193	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H3891	H6310	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H6310	H7368	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H6310	H8193	tomim_confirmed	pair_id=240	likely_synonym	Proverbs 4:24
H3891	H6143	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H6143	H7368	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H6143	H8193	tomim_confirmed	pair_id=240	unclassified	Proverbs 4:24
H7230	H8193	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H5080	H7230	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H2506	H7230	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H5186	H8193	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H5080	H5186	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H2506	H5186	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H3948	H8193	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H3948	H5080	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H2506	H3948	tomim_confirmed	pair_id=241	unclassified	Proverbs 7:21
H4784	H6098	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H4784	H5945	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H4784	H5006	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0561	H6098	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0561	H5945	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0561	H5006	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0413	H6098	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H0413	H5006	tomim_confirmed	pair_id=242	unclassified	Psalms 107:11
H2256	H4672	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H2256	H4712	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H4194	H4672	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H4194	H4712	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H0661	H4672	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H0661	H4712	tomim_confirmed	pair_id=243	unclassified	Psalms 116:3
H5027	H7878	tomim_confirmed	pair_id=244	unclassified	Psalms 119:15
H0734	H7878	tomim_confirmed	pair_id=244	unclassified	Psalms 119:15
H2232	H7440	tomim_confirmed	pair_id=245	unclassified	Psalms 126:5
H2232	H7114	tomim_confirmed	pair_id=245	likely_antonym	Psalms 126:5
H1832	H7440	tomim_confirmed	pair_id=245	unclassified	Psalms 126:5
H1832	H7114	tomim_confirmed	pair_id=245	unclassified	Psalms 126:5
H2781	H7453	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H5375	H7453	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H2781	H6213	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H5375	H6213	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H6213	H7138	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H2781	H7462	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H5375	H7462	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H7138	H7462	tomim_confirmed	pair_id=246	unclassified	Psalms 15:3
H3803	H6499	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H0047	H6499	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H3803	H7227	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H0047	H7227	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H3803	H5437	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H0047	H5437	tomim_confirmed	pair_id=247	unclassified	Psalms 22:13
H1984	H3034	tomim_confirmed	pair_id=248	likely_synonym	Psalms 35:18
H3034	H5971	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H3034	H6099	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H1984	H6951	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H5971	H6951	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H6099	H6951	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H1984	H7227	tomim_confirmed	pair_id=248	unclassified	Psalms 35:18
H6099	H7227	tomim_confirmed	pair_id=248	likely_synonym	Psalms 35:18
H3027	H7272	tomim_confirmed	pair_id=249	likely_antonym	Psalms 36:12
H5110	H7272	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H7272	H7563	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H0935	H3027	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H0935	H5110	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H0935	H7563	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H1346	H3027	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H1346	H5110	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H1346	H7563	tomim_confirmed	pair_id=249	unclassified	Psalms 36:12
H2363	H5337	tomim_confirmed	pair_id=250	unclassified	Psalms 40:14
H5337	H5833	tomim_confirmed	pair_id=250	unclassified	Psalms 40:14
H2363	H7521	tomim_confirmed	pair_id=250	unclassified	Psalms 40:14
H5833	H7521	tomim_confirmed	pair_id=250	unclassified	Psalms 40:14
H0205	H3467	tomim_confirmed	pair_id=251	unclassified	Psalms 59:3
H0205	H0376	tomim_confirmed	pair_id=251	unclassified	Psalms 59:3
H0205	H1818	tomim_confirmed	pair_id=251	unclassified	Psalms 59:3
H1818	H5337	tomim_confirmed	pair_id=251	unclassified	Psalms 59:3
H3947	H8085	tomim_confirmed	pair_id=252	unclassified	Psalms 6:10
H3947	H8467	tomim_confirmed	pair_id=252	unclassified	Psalms 6:10
H1471	H7812	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H5647	H7812	tomim_confirmed	pair_id=253	likely_synonym	Psalms 72:11
H3605	H7812	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H3605	H5647	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H4428	H5647	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H3605	H4428	tomim_confirmed	pair_id=253	unclassified	Psalms 72:11
H1116	H6456	tomim_confirmed	pair_id=254	unclassified	Psalms 78:58
H3707	H6456	tomim_confirmed	pair_id=254	unclassified	Psalms 78:58
H2658	H5307	tomim_confirmed	pair_id=255	unclassified	Psalms 7:16
H3738	H7845	tomim_confirmed	pair_id=255	unclassified	Psalms 7:16
H3738	H5307	tomim_confirmed	pair_id=255	unclassified	Psalms 7:16
H0953	H7845	tomim_confirmed	pair_id=255	likely_synonym	Psalms 7:16
H0953	H5307	tomim_confirmed	pair_id=255	unclassified	Psalms 7:16
H4941	H6662	detected	n_verses=4,pmi=0.987	unclassified	Job 34:17
H6662	H6965	detected	n_verses=3,pmi=0.935	unclassified	Proverbs 28:12
H6662	H7563	detected	n_verses=49,pmi=2.95	likely_antonym	Proverbs 3:33
H1870	H3045	detected	n_verses=4,pmi=0.266	unclassified	Job 28:23
H3045	H7563	detected	n_verses=5,pmi=0.332	unclassified	Proverbs 4:19
H1870	H6662	detected	n_verses=4,pmi=0.601	unclassified	Proverbs 2:20
H0006	H6662	detected	n_verses=3,pmi=1.52	unclassified	Proverbs 10:28
H1471	H3816	detected	n_verses=4,pmi=3.994	likely_synonym	Proverbs 14:34
H0776	H5414	detected	n_verses=7,pmi=0.535	unclassified	Job 42:15
H0776	H5159	detected	n_verses=4,pmi=1.592	unclassified	Job 42:15
H0776	H4428	detected	n_verses=6,pmi=0.819	unclassified	Proverbs 25:3
H0639	H3605	detected	n_verses=5,pmi=0.407	unclassified	Job 27:3
H1870	H3605	detected	n_verses=8,pmi=-0.019	unclassified	Job 31:4
H6862	H6965	detected	n_verses=3,pmi=1.968	unclassified	Psalms 3:2
H0430	H0559	detected	n_verses=11,pmi=0.644	unclassified	Job 1:8
H3444	H5315	detected	n_verses=4,pmi=1.526	unclassified	Psalms 3:3
H0430	H5315	detected	n_verses=7,pmi=0.023	unclassified	Psalms 3:3
H6030	H7121	detected	n_verses=3,pmi=1.666	unclassified	Psalms 3:5
H6965	H7563	detected	n_verses=4,pmi=0.845	unclassified	Job 27:7
H0430	H7563	detected	n_verses=5,pmi=-0.235	unclassified	Psalms 3:8
H3605	H7665	detected	n_verses=3,pmi=0.771	unclassified	Psalms 3:8
H3605	H7563	detected	n_verses=8,pmi=-0.176	unclassified	Job 40:12
H3444	H5971	detected	n_verses=3,pmi=1.745	unclassified	Psalms 3:9
H6030	H8085	detected	n_verses=3,pmi=0.965	unclassified	Job 20:3
H2603	H6030	detected	n_verses=3,pmi=2.329	unclassified	Job 9:15
H2603	H7121	detected	n_verses=4,pmi=2.646	unclassified	Job 19:16
H0376	H3577	detected	n_verses=3,pmi=2.273	unclassified	Proverbs 21:28
H0376	H1245	detected	n_verses=4,pmi=1.66	unclassified	Proverbs 28:5
H3045	H7121	detected	n_verses=4,pmi=1.067	unclassified	Proverbs 9:18
H0559	H2398	detected	n_verses=3,pmi=1.927	unclassified	Job 2:10
H0559	H5375	detected	n_verses=5,pmi=1.325	unclassified	Job 7:13
H0559	H6440	detected	n_verses=8,pmi=0.624	unclassified	Job 1:12
H5375	H7200	detected	n_verses=3,pmi=0.972	unclassified	Job 10:15
H3605	H5869	detected	n_verses=7,pmi=-0.075	unclassified	Job 17:7
H1696	H4820	detected	n_verses=3,pmi=2.636	unclassified	Psalms 5:7
H0006	H0376	detected	n_verses=3,pmi=1.054	unclassified	Proverbs 21:28
H2617	H3374	detected	n_verses=3,pmi=2.06	unclassified	Job 6:14
H6440	H6666	detected	n_verses=3,pmi=0.729	unclassified	Job 33:26
H1870	H6666	detected	n_verses=3,pmi=1.114	unclassified	Proverbs 12:28
H8034	H8056	detected	n_verses=4,pmi=1.503	unclassified	Psalms 5:12
H5769	H8034	detected	n_verses=6,pmi=1.223	unclassified	Psalms 5:12
H0157	H3605	detected	n_verses=6,pmi=0.713	unclassified	Job 19:19
H3605	H8034	detected	n_verses=13,pmi=0.756	unclassified	Proverbs 30:4
H3198	H3256	detected	n_verses=3,pmi=4.002	likely_synonym	Proverbs 9:7
H0639	H2534	detected	n_verses=7,pmi=3.737	likely_synonym	Proverbs 15:1
H3467	H7725	detected	n_verses=4,pmi=1.566	unclassified	Psalms 6:5
H2502	H3467	detected	n_verses=3,pmi=3.449	unclassified	Psalms 6:5
H3605	H6963	detected	n_verses=4,pmi=-0.053	unclassified	Psalms 6:9
H3605	H7725	detected	n_verses=10,pmi=0.458	unclassified	Job 30:23
H0954	H3605	detected	n_verses=6,pmi=1.249	unclassified	Psalms 6:11
H2620	H3605	detected	n_verses=3,pmi=1.1	unclassified	Proverbs 30:5
H0430	H5337	detected	n_verses=3,pmi=0.51	unclassified	Psalms 7:2
H0430	H3467	detected	n_verses=9,pmi=1.44	unclassified	Psalms 7:2
H0430	H3709	detected	n_verses=4,pmi=1.106	unclassified	Psalms 7:4
H0776	H6083	detected	n_verses=5,pmi=1.537	unclassified	Job 14:8
H4941	H6965	detected	n_verses=3,pmi=1.1	unclassified	Psalms 7:7
H3559	H3820	detected	n_verses=4,pmi=0.862	unclassified	Proverbs 16:9
H3559	H6662	detected	n_verses=3,pmi=1.056	unclassified	Proverbs 4:18
H0430	H3559	detected	n_verses=5,pmi=0.664	unclassified	Psalms 7:10
H3820	H6662	detected	n_verses=6,pmi=0.745	unclassified	Proverbs 10:20
H0430	H6662	detected	n_verses=3,pmi=-0.369	unclassified	Psalms 7:10
H3820	H7451	detected	n_verses=5,pmi=0.902	unclassified	Job 1:8
H6662	H7451	detected	n_verses=8,pmi=1.854	unclassified	Proverbs 11:21
H3820	H7563	detected	n_verses=5,pmi=0.186	unclassified	Proverbs 15:28
H0430	H3820	detected	n_verses=6,pmi=-0.158	unclassified	Job 1:8
H3605	H8199	detected	n_verses=3,pmi=0.494	unclassified	Psalms 7:12
H0413	H8199	detected	n_verses=3,pmi=1.851	unclassified	Job 21:22
H3117	H6662	detected	n_verses=3,pmi=0.216	unclassified	Proverbs 4:18
H3605	H6662	detected	n_verses=7,pmi=0.067	unclassified	Proverbs 21:26
H0430	H3117	detected	n_verses=9,pmi=0.412	unclassified	Job 1:5
H2719	H7198	detected	n_verses=4,pmi=4.597	unclassified	Psalms 7:13
H0205	H5999	detected	n_verses=3,pmi=3.113	likely_synonym	Job 4:8
H3034	H8034	detected	n_verses=7,pmi=2.161	unclassified	Psalms 7:18
H8034	H8064	detected	n_verses=4,pmi=1.173	unclassified	Proverbs 30:4
H3559	H7200	detected	n_verses=4,pmi=1.216	unclassified	Job 28:27
H0376	H1121	detected	n_verses=6,pmi=0.528	unclassified	Job 25:6
H0120	H0376	detected	n_verses=22,pmi=2.052	likely_synonym	Job 11:12
H0430	H3519	detected	n_verses=8,pmi=1.305	unclassified	Proverbs 25:2
H3027	H3605	detected	n_verses=10,pmi=0.157	unclassified	Job 1:10
H3605	H4639	detected	n_verses=9,pmi=1.375	unclassified	Job 1:10
