lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel,peal,peil,pael,haf,afel,shaf,htpe,etpe
<NWH/,meekness?,,,,,,,,,,,,,,,,,,,,,,,,
<NWH=/,humility,,,,,,,,,,,,,,,,,,,,,,,,
<NWQ/,Anak,,,,,,,,,,,,,,,,,,,,,,,,
<NWT/,affliction?,,,,,,,,,,,,,,,,,,,,,,,,
<P<PJM/,eyelids; rays; flashing glance of the eye,,,,,,,,,,,,,,,,,,,,,,,,
<PJ/,foliage,,,,,,,,,,,,,,,,,,,,,,,,
<PL/,Ophel,,,,,,,,,,,,,,,,,,,,,,,,
<PL[,,,,,be bloated?,,show heedlessness,,,,,,,,,,,,,,,,,,
<PNJ/,Ophni,,,,,,,,,,,,,,,,,,,,,,,,
<PP[,,,,throw,,,,,,,,,,,,,,,,,,,,,
<PR/,"dust, dry earth; rubbish",,,,,,,,,,,,,,,,,,,,,,,,
<PR=/,"young gazelle, roe",,,,,,,,,,,,,,,,,,,,,,,,
<PR==/,Epher,,,,,,,,,,,,,,,,,,,,,,,,
<PRH/,Ophrah,,,,,,,,,,,,,,,,,,,,,,,,
<PRH=/,Beth Ophrah,,,,,,,,,,,,,,,,,,,,,,,,
<PRH==/,Ophrah,,,,,,,,,,,,,,,,,,,,,,,,
<PRJN/,Ephron,,,,,,,,,,,,,,,,,,,,,,,,
<PRWN/,Ephron,,,,,,,,,,,,,,,,,,,,,,,,
<PRWN=/,Ephron,,,,,,,,,,,,,,,,,,,,,,,,
<PR[,,,,throw (with dry earth),,,,,,,,,,,,,,,,,,,,,
<QB/,"result, reward; (unto the) end; because of",,,,,,,,,,,,,,,,,,,,,,,,
<QB=/,heel; footprint,,,,,,,,,,,,,,,,,,,,,,,,
<QB==/,"something steep, hilly; something deceitful",,,,,,,,,,,,,,,,,,,,,,,,
<QBH/,insidiousness,,,,,,,,,,,,,,,,,,,,,,,,
<QB[,,"seize at the heel, overreach",,hold back,,,,,,,,,,,,,,,,,,,,,
<QC/,perverted,,,,,,,,,,,,,,,,,,,,,,,,
<QC=/,Ikkesh,,,,,,,,,,,,,,,,,,,,,,,,
<QCWT/,crookedness,,,,,,,,,,,,,,,,,,,,,,,,
<QC[,,,be crooked in one's ways,make crooked,,,declare guilty,,,,,,,,,,,,,,,,,,
<QD/,striped,,,,,,,,,,,,,,,,,,,,,,,,
<QD[,,bind,,,,,,,,,,,,,,,,,,,,,,,
<QH/,pressure,,,,,,,,,,,,,,,,,,,,,,,,
<QLQL/,crooked,,,,,,,,,,,,,,,,,,,,,,,,
<QLTWN/,coiling,,,,,,,,,,,,,,,,,,,,,,,,
<QL[,,,,,be crooked,,,,,,,,,,,,,,,,,,,,
<QN/,Akan,,,,,,,,,,,,,,,,,,,,,,,,
<QR/,barren,,,,,,,,,,,,,,,,,,,,,,,,
<QR=/,offspring,,,,,,,,,,,,,,,,,,,,,,,,
<QR==/,Eker,,,,,,,,,,,,,,,,,,,,,,,,
<QRB/,scorpion; scourge,,,,,,,,,,,,,,,,,,,,,,,,
<QRWN/,Ekron,,,,,,,,,,,,,,,,,,,,,,,,
<QRWNJ/,from Ekron,,,,,,,,,,,,,,,,,,,,,,,,
<QR[,,root up,be rooted up,lame by cutting hamstring,,,,,,,,,,,,,,,,,,,,,be rooted up
<QWB/,Akkub,,,,,,,,,,,,,,,,,,,,,,,,
<R/,enemy?,,,,,,,,,,,,,,,,,,,,,,,,
<R<R/,"naked, stripped; juniper",,,,,,,,,,,,,,,,,,,,,,,,
<R<RJ/,Aroerite,,,,,,,,,,,,,,,,,,,,,,,,
<R<WR/,Aroer,,,,,,,,,,,,,,,,,,,,,,,,
<R=/,Er,,,,,,,,,,,,,,,,,,,,,,,,
<R==/,Ar,,,,,,,,,,,,,,,,,,,,,,,,
<RB/,evening,,,,,,,,,,,,,,,,,,,,,,,,
<RB=/,stinging insects,,,,,,,,,,,,,,,,,,,,,,,,
<RB==/,weaving?,,,,,,,,,,,,,,,,,,,,,,,,
<RB===/,raven,,,,,,,,,,,,,,,,,,,,,,,,
<RB====/,"mixture, mixed company",,,,,,,,,,,,,,,,,,,,,,,,
<RB=====/,Arabia,,,,,,,,,,,,,,,,,,,,,,,,
<RB======/,Oreb,,,,,,,,,,,,,,,,,,,,,,,,
<RB=======/,pleasant,,,,,,,,,,,,,,,,,,,,,,,,
<RB========/,Arabia,,,,,,,,,,,,,,,,,,,,,,,,
<RB===[,,be pleasing,,,,,,,,,,,,,,,,,,,,,,,
<RB==[,,,,,,have fellowship with; mingle with,,,,,,,,,,,,,,,,,,,
<RB=[,,become evening,,,,,do in the evening,,,,,,,,,,,,,,,,,,
<RBH/,"desert, plain",,,,,,,,,,,,,,,,,,,,,,,,
<RBH=/,poplar,,,,,,,,,,,,,,,,,,,,,,,,
<RBH==/,pledge; token,,,,,,,,,,,,,,,,,,,,,,,,
<RBJ/,Arab,,,,,,,,,,,,,,,,,,,,,,,,
<RBJ=/,Arab,,,,,,,,,,,,,,,,,,,,,,,,
<RBTJ/,Arbathite,,,,,,,,,,,,,,,,,,,,,,,,
<RBWN/,pledge,,,,,,,,,,,,,,,,,,,,,,,,
<RB[,,stand (as) surety,,,,make a wager,,,,,,,,,mingle,,,,,be mixed,,,,,
<RD/,Arad,,,,,,,,,,,,,,,,,,,,,,,,
<RD=/,Arad,,,,,,,,,,,,,,,,,,,,,,,,
<RF/,"bedstead, couch",,,,,,,,,,,,,,,,,,,,,,,,
<RG[,,long for,,,,,,,,,,,,,,,,,,,,,,,
<RH/,rush?,,,,,,,,,,,,,,,,,,,,,,,,
<RH[,,,be poured out,empty out,,make oneself naked,make naked; pour out,,,,,,,,,,,,,,,,,,
<RJ/,Erite,,,,,,,,,,,,,,,,,,,,,,,,
<RJ=/,Eri,,,,,,,,,,,,,,,,,,,,,,,,
<RJH/,nakedness,,,,,,,,,,,,,,,,,,,,,,,,
<RJPJM/,dripping?; clouds?,,,,,,,,,,,,,,,,,,,,,,,,
<RJRJ/,childless,,,,,,,,,,,,,,,,,,,,,,,,
<RJSH/,dough?,,,,,,,,,,,,,,,,,,,,,,,,
<RJY/,"violent, mighty (adj); master (n)",,,,,,,,,,,,,,,,,,,,,,,,
<RK/,"layer, row; equipment, accessories",,,,,,,,,,,,,,,,,,,,,,,,
<RK[,,"arrange, set in order",,,,,"value, tax",,,,,,,,,,,,,,,,,,
<RL/,uncircumcised,,,,,,,,,,,,,,,,,,,,,,,,
<RLH/,foreskin,,,,,,,,,,,,,,,,,,,,,,,,
<RL[,,leave unharvested,show foreskin,,,,,,,,,,,,,,,,,,,,,,
<RM=[,,"be crafty, shrewd",,,,,make shrewd deliberations,,,,,,,,,,,,,,,,,,
<RMH/,prudence,,,,,,,,,,,,,,,,,,,,,,,,
<RMH=/,heap,,,,,,,,,,,,,,,,,,,,,,,,
<RMWN/,plane-tree,,,,,,,,,,,,,,,,,,,,,,,,
<RM[,,,be heaped up,,,,,,,,,,,,,,,,,,,,,,
<RN/,Eran,,,,,,,,,,,,,,,,,,,,,,,,
<RNJ/,Eranite,,,,,,,,,,,,,,,,,,,,,,,,
<RP/,"neck, nape",,,,,,,,,,,,,,,,,,,,,,,,
<RP=[,,break neck,,,,,,,,,,,,,,,,,,,,,,,
<RPH/,Orpah,,,,,,,,,,,,,,,,,,,,,,,,
<RPL/,"darkness, gloom",,,,,,,,,,,,,,,,,,,,,,,,
<RP[,,drip,,,,,,,,,,,,,,,,,,,,,,,
<RQJ/,Arkite,,,,,,,,,,,,,,,,,,,,,,,,
<RQ[,,gnaw,,,,,,,,,,,,,,,,,,,,,,,
<RR[,,strip oneself,,"lay bare, demolish",,be demolished,,,,,,,,,,,,,,,,,,,
<RW<R/,juniper?,,,,,,,,,,,,,,,,,,,,,,,,
<RW<R=/,Aroer,,,,,,,,,,,,,,,,,,,,,,,,
<RWD/,wild ass,,,,,,,,,,,,,,,,,,,,,,,,
<RWGH/,garden bed,,,,,,,,,,,,,,,,,,,,,,,,
<RWH/,nakedness; private parts; shame,,,,,,,,,,,,,,,,,,,,,,,,
<RWM/,naked,,,,,,,,,,,,,,,,,,,,,,,,
<RWM=/,"subtle, crafty, shrewd",,,,,,,,,,,,,,,,,,,,,,,,
<RWY/,slope,,,,,,,,,,,,,,,,,,,,,,,,
<RY[,,"be afraid, alarmed",be terrible,,,,"treat with awe, cause to tremble",,,,,,,,,,,,,,,,,,
<SJS/,grape juice,,,,,,,,,,,,,,,,,,,,,,,,
<SS[,,tread down,,,,,,,,,,,,,,,,,,,,,,,
<T/,time,,,,,,,,,,,,,,,,,,,,,,,,
<TD[,,,,prepare,,"be prepared, destined",,,,,,,,,,,,,,,,,,,
<TH,now,,,,,,,,,,,,,,,,,,,,,,,,
<TJ/,ready,,,,,,,,,,,,,,,,,,,,,,,,
<TJ=/,Attai,,,,,,,,,,,,,,,,,,,,,,,,
<TJD/,ready; coming; store,,,,,,,,,,,,,,,,,,,,,,,,
<TJH/,Athaiah,,,,,,,,,,,,,,,,,,,,,,,,
<TJQ/,weaned; old,,,,,,,,,,,,,,,,,,,,,,,,
<TJQ=/,eminent,,,,,,,,,,,,,,,,,,,,,,,,
<TK/,Athach,,,,,,,,,,,,,,,,,,,,,,,,
<TLJ/,Athlai,,,,,,,,,,,,,,,,,,,,,,,,
<TLJH/,Athaliah,,,,,,,,,,,,,,,,,,,,,,,,
<TLJHW/,Athaliah,,,,,,,,,,,,,,,,,,,,,,,,
<TM[,,,<uncertain>,,,,,,,,,,,,,,,,,,,,,,
<TNJ/,Othni,,,,,,,,,,,,,,,,,,,,,,,,
<TNJ>L/,Othniel,,,,,,,,,,,,,,,,,,,,,,,,
<TQ/,"unrestrained, arrogant",,,,,,,,,,,,,,,,,,,,,,,,
<TQ=/,"ancient, eminent",,,,,,,,,,,,,,,,,,,,,,,,
<TQ[,,advance; grow old,,,,,advance; abandon,,,,,,,,,,,,,,,,,,
<TR/,perfume; worshipper?,,,,,,,,,,,,,,,,,,,,,,,,
<TR=/,Ether,,,,,,,,,,,,,,,,,,,,,,,,
<TRT/,abundance?,,,,,,,,,,,,,,,,,,,,,,,,
<TR[,,pray,be moved by entreaties,,,,entreat,,,,,,,,,,,,,,,,,,
<TWD/,"ram, he-goat; leader",,,,,,,,,,,,,,,,,,,,,,,,
<TWD=/,store; ready,,,,,,,,,,,,,,,,,,,,,,,,
<V/,"stylus, pen",,,,,,,,,,,,,,,,,,,,,,,,
<VH/,advice,,,,,,,,,,,,,,,,,,,,,,,,
<VH=[,,grasp; louse,,,,,,,,,,,,,,,,,,,,,,,
<VH[,,"wrap, cover",,,,,wrap in,,,,,,,,,,,,,,,,,,
<VJCH/,sneezing,,,,,,,,,,,,,,,,,,,,,,,,
<VJN/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
<VLP/,bat,,,,,,,,,,,,,,,,,,,,,,,,
<VP=[,,"grow weak, faint","languish, faint",,,faint away,be feeble,,,,,,,,,,,,,,,,,,
<VP[,,turn aside; cover oneself,,,,,,,,,,,,,,,,,,,,,,,
<VRH/,"wreath, crown",,,,,,,,,,,,,,,,,,,,,,,,
<VRH=/,Atarah,,,,,,,,,,,,,,,,,,,,,,,,
<VRT/,"wreath, crown",,,,,,,,,,,,,,,,,,,,,,,,
<VRWT/,Ataroth,,,,,,,,,,,,,,,,,,,,,,,,
<VRWT_>DR/,Ataroth Addar,,,,,,,,,,,,,,,,,,,,,,,,
<VRWT_BJT_JW>B/,Atroth Beth Joab,,,,,,,,,,,,,,,,,,,,,,,,
<VRWT_CWPN/,Atroth Shophan,,,,,,,,,,,,,,,,,,,,,,,,
<VR[,,surround,,crown; make a wreath,,,bestow crowns,,,,,,,,,,,,,,,,,,
<VWP/,feeble,,,,,,,,,,,,,,,,,,,,,,,,
<W<JM/,confusion,,,,,,,,,,,,,,,,,,,,,,,,
<W>/,Avva,,,,,,,,,,,,,,,,,,,,,,,,
<WBD/,Obed,,,,,,,,,,,,,,,,,,,,,,,,
<WBL/,Obal,,,,,,,,,,,,,,,,,,,,,,,,
<WB[,,,,,,,becloud,,,,,,,,,,,,,,,,,,
<WC[,,come to aid?,,,,,,,,,,,,,,,,,,,,,,,
<WD/,"yet, still, again",,,,,,,,,,,,,,,,,,,,,,,,
<WD[,,,,surround,,help one another up,surround,be warned,,,,,,,,,,,,,,,,,
<WG/,Og,,,,,,,,,,,,,,,,,,,,,,,,
<WGB/,flute,,,,,,,,,,,,,,,,,,,,,,,,
<WG[,,bake,,,,,,,,,,,,,,,,,,,,,,,
<WH/,ruin,,,,,,,,,,,,,,,,,,,,,,,,
<WH=/,Ivvah,,,,,,,,,,,,,,,,,,,,,,,,
<WH[,,do wrong,"be bowed down, twisted","disconcert, twist",,,do wrong; twist,,,,,,,,,,,,,,,,,,
<WJH/,iniquity,,,,,,,,,,,,,,,,,,,,,,,,
<WJL/,boy,,,,,,,,,,,,,,,,,,,,,,,,
<WJM/,Avvites; Avvim,,,,,,,,,,,,,,,,,,,,,,,,
<WJT/,Avith,,,,,,,,,,,,,,,,,,,,,,,,
<WL/,suckling,,,,,,,,,,,,,,,,,,,,,,,,
<WL=/,injustice,,,,,,,,,,,,,,,,,,,,,,,,
<WL==/,evildoer,,,,,,,,,,,,,,,,,,,,,,,,
<WL=[,,,,do wrong,,,,,,,,,,,,,,,,,,,,,
<WLH/,"perversity, wickedness",,,,,,,,,,,,,,,,,,,,,,,,
<WLL/,child,,,,,,,,,,,,,,,,,,,,,,,,
<WLL=/,child,,,,,,,,,,,,,,,,,,,,,,,,
<WLM/,"ancient time, remote time; long time, forever, eternity",,,,,,,,,,,,,,,,,,,,,,,,
<WL[,,suckle,,,,,,,,,,,,,,,,,,,,,,,
<WN/,"transgression, iniquity; punishment",,,,,,,,,,,,,,,,,,,,,,,,
<WP/,"birds; flying creatures; fowl, insects",,,,,,,,,,,,,,,,,,,,,,,,
<WPRT/,lead,,,,,,,,,,,,,,,,,,,,,,,,
<WP[,,fly,,fly,,fly,cause to fly; cause to glance,,,,,,,,,,,,,,,,,,
<WQ[,,totter,,,,,cause to totter,,,,,,,,,,,,,,,,,,
<WR/,blind,,,,,,,,,,,,,,,,,,,,,,,,
<WR=/,skin; leather,,,,,,,,,,,,,,,,,,,,,,,,
<WR==[,,,be naked,,,,,,,,,,,,,,,,,,,,,,
<WR=[,,,,make blind,,,,,,,,,,,,,,,,,,,,,
<WRT/,blindness,,,,,,,,,,,,,,,,,,,,,,,,
<WRWN/,blindness,,,,,,,,,,,,,,,,,,,,,,,,
<WR[,,"be awake, stir","be roused, incited","arouse, awake",,pull oneself up,"rouse, stir up; stir",,,,,,,,,,,,,,,,,,
<WT=[,,<uncertain>,,,,,,,,,,,,,,,,,,,,,,,
<WTH/,oppression,,,,,,,,,,,,,,,,,,,,,,,,
<WTJ/,Uthai,,,,,,,,,,,,,,,,,,,,,,,,
<WT[,,,,"make crooked, pervert",be bent,bend oneself,,,,,,,,,,,,,,,,,,,
<WY/,Uz,,,,,,,,,,,,,,,,,,,,,,,,
<WY=/,Uz,,,,,,,,,,,,,,,,,,,,,,,,
<WY[,,plan,,,,,,,,,,,,,,,,,,,,,,,
<WZ[,,take refuge,,,,,bring into safety,,,,,,,,,,,,,,,,,,
<Y/,tree; wood,,,,,,,,,,,,,,,,,,,,,,,,
<YB/,"image, idol",,,,,,,,,,,,,,,,,,,,,,,,
<YB=/,"pain, hurt; things gained by toil",,,,,,,,,,,,,,,,,,,,,,,,
<YB==/,"pain, toil",,,,,,,,,,,,,,,,,,,,,,,,
<YB===/,idol,,,,,,,,,,,,,,,,,,,,,,,,
<YB====/,form?; vessel?,,,,,,,,,,,,,,,,,,,,,,,,
<YB=====/,toiler,,,,,,,,,,,,,,,,,,,,,,,,
<YB=[,,,,shape,,,make image of,,,,,,,,,,,,,,,,,,
<YBH/,"pain, injury",,,,,,,,,,,,,,,,,,,,,,,,
<YBT/,"pain, injury",,,,,,,,,,,,,,,,,,,,,,,,
<YBWN/,"pain, toil",,,,,,,,,,,,,,,,,,,,,,,,
<YB[,,"find fault with, hurt",be worried; be hurt,grieve,,"be grieved, worried",grieve,,,,,,,,,,,,,,,,,,
<YH/,"advice, counsel",,,,,,,,,,,,,,,,,,,,,,,,
<YH=/,disobedience,,,,,,,,,,,,,,,,,,,,,,,,
<YH==/,spine; os sacrum,,,,,,,,,,,,,,,,,,,,,,,,
<YH===/,wood,,,,,,,,,,,,,,,,,,,,,,,,
<YH[,,blink,,,,,,,,,,,,,,,,,,,,,,,
<YJB/,sad,,,,,,,,,,,,,,,,,,,,,,,,
<YJWN_GBR/,Ezion Geber,,,,,,,,,,,,,,,,,,,,,,,,
<YL/,"slow, sluggish, lazy",,,,,,,,,,,,,,,,,,,,,,,,
<YLH/,sluggishness,,,,,,,,,,,,,,,,,,,,,,,,
<YLTJM/,great sluggishness,,,,,,,,,,,,,,,,,,,,,,,,
<YLWT/,sluggishness,,,,,,,,,,,,,,,,,,,,,,,,
<YL[,,,be sluggish,,,,,,,,,,,,,,,,,,,,,,
<YM/,"bone, skeleton; being",,,,,,,,,,,,,,,,,,,,,,,,
<YM=/,might,,,,,,,,,,,,,,,,,,,,,,,,
<YM==/,bones,,,,,,,,,,,,,,,,,,,,,,,,
<YM===/,Ezem,,,,,,,,,,,,,,,,,,,,,,,,
<YM=[,,close,,close,,,,,,,,,,,,,,,,,,,,,
<YMH/,might,,,,,,,,,,,,,,,,,,,,,,,,
<YMH=/,evil deed; pain,,,,,,,,,,,,,,,,,,,,,,,,
<YMWN/,Azmon,,,,,,,,,,,,,,,,,,,,,,,,
<YMWT/,arguments,,,,,,,,,,,,,,,,,,,,,,,,
<YM[,,"be mighty, numerous",,gnaw off bones,,,make stronger than,,,,,,,,,,,,,,,,,,
<YNJ/,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
<YR/,restraint; coercion,,,,,,,,,,,,,,,,,,,,,,,,
<YR=/,coercion,,,,,,,,,,,,,,,,,,,,,,,,
<YRH/,festive assembly,,,,,,,,,,,,,,,,,,,,,,,,
<YRT/,"assembly, ceremony",,,,,,,,,,,,,,,,,,,,,,,,
<YR[,,"restrain, detain",be stayed; be kept in prison; be shut up,,,,,,,,,,,,,,,,,,,,,,
<YWM/,"mighty, vast",,,,,,,,,,,,,,,,,,,,,,,,
<Z/,"strength, power, might",,,,,,,,,,,,,,,,,,,,,,,,
<Z=/,"protection, refuge",,,,,,,,,,,,,,,,,,,,,,,,
<Z==/,goat; goathair,,,,,,,,,,,,,,,,,,,,,,,,
<Z===/,strong,,,,,,,,,,,,,,,,,,,,,,,,
<Z====/,strength,,,,,,,,,,,,,,,,,,,,,,,,
<Z>/,Uzza,,,,,,,,,,,,,,,,,,,,,,,,
<Z>ZL/,Azazel,,,,,,,,,,,,,,,,,,,,,,,,
<ZB=[,,repair?,,,,,,,,,,,,,,,,,,,,,,,
<ZBWNJM/,wares,,,,,,,,,,,,,,,,,,,,,,,,
<ZBWQ/,Azbuk,,,,,,,,,,,,,,,,,,,,,,,,
<ZB[,,"leave, abandon",be forsaken; be left to,,be deserted,,,,,,,,,,,,,,,,,,,,
<ZGD/,Azgad,,,,,,,,,,,,,,,,,,,,,,,,
<ZH/,Gaza,,,,,,,,,,,,,,,,,,,,,,,,
<ZH=/,Uzzah,,,,,,,,,,,,,,,,,,,,,,,,
<ZJ/,Uzzi,,,,,,,,,,,,,,,,,,,,,,,,
<ZJ>/,Uzzia,,,,,,,,,,,,,,,,,,,,,,,,
<ZJ>L/,Uzziel,,,,,,,,,,,,,,,,,,,,,,,,
<ZJ>L=/,Aziel,,,,,,,,,,,,,,,,,,,,,,,,
<ZJ>LJ/,Uzzielite,,,,,,,,,,,,,,,,,,,,,,,,
<ZJH/,Uzziah,,,,,,,,,,,,,,,,,,,,,,,,
<ZJHW/,Uzziah,,,,,,,,,,,,,,,,,,,,,,,,
<ZJZ>/,Aziza,,,,,,,,,,,,,,,,,,,,,,,,
<ZMWT/,Azmaveth,,,,,,,,,,,,,,,,,,,,,,,,
<ZN/,Azzan,,,,,,,,,,,,,,,,,,,,,,,,
<ZNJH/,vulture,,,,,,,,,,,,,,,,,,,,,,,,
<ZQH/,Azekah,,,,,,,,,,,,,,,,,,,,,,,,
<ZQ[,,,,dig about?,,,,,,,,,,,,,,,,,,,,,
<ZR/,"support, help; helper(s)",,,,,,,,,,,,,,,,,,,,,,,,
<ZR=/,Ezer,,,,,,,,,,,,,,,,,,,,,,,,
<ZR>/,Ezra,,,,,,,,,,,,,,,,,,,,,,,,
<ZR>L/,Azarel,,,,,,,,,,,,,,,,,,,,,,,,
<ZRH/,"support, help, helper(s)",,,,,,,,,,,,,,,,,,,,,,,,
<ZRH=/,fence; outer court,,,,,,,,,,,,,,,,,,,,,,,,
<ZRH==/,Ezrah,,,,,,,,,,,,,,,,,,,,,,,,
<ZRJ/,Abiezrite,,,,,,,,,,,,,,,,,,,,,,,,
<ZRJ=/,Ezri,,,,,,,,,,,,,,,,,,,,,,,,
<ZRJ>L/,Azriel,,,,,,,,,,,,,,,,,,,,,,,,
<ZRJH/,Azariah,,,,,,,,,,,,,,,,,,,,,,,,
<ZRJHW/,"Azariah, Azariahu",,,,,,,,,,,,,,,,,,,,,,,,
<ZRJQM/,Azrikam,,,,,,,,,,,,,,,,,,,,,,,,
<ZR[,,"help, assist",be helped,,,,help,,,,,,,,,,,,,,,,,,
<ZTJ/,from Gaza,,,,,,,,,,,,,,,,,,,,,,,,
<ZWBH/,Azubah,,,,,,,,,,,,,,,,,,,,,,,,
<ZWR/,Azzur,,,,,,,,,,,,,,,,,,,,,,,,
<ZWZ/,"strength, fierceness",,,,,,,,,,,,,,,,,,,,,,,,
<ZWZ=/,powerful,,,,,,,,,,,,,,,,,,,,,,,,
<ZZ/,Azaz,,,,,,,,,,,,,,,,,,,,,,,,
<ZZJHW/,Azaziah,,,,,,,,,,,,,,,,,,,,,,,,
<ZZ[,,"be strong, prevail",,,,,show (a defiant face); appear with (a defiant face),,,,,,,,,,,,,,,,,,
></,wood; beam,,,,,,,,,,,,,,,,,,,,,,,,
>B/,father,,,,,,,,,,,,,,,,,,,,,,,,
>B<B<T/,"blisters, boils",,,,,,,,,,,,,,,,,,,,,,,,
>B=/,"bud, shoot",,,,,,,,,,,,,,,,,,,,,,,,
>BCJ/,Abishai,,,,,,,,,,,,,,,,,,,,,,,,
>BCLWM/,Absalom,,,,,,,,,,,,,,,,,,,,,,,,
>BDH/,a lost thing,,,,,,,,,,,,,,,,,,,,,,,,
>BDH=/,(place of) destruction,,,,,,,,,,,,,,,,,,,,,,,,
>BDN/,destruction,,,,,,,,,,,,,,,,,,,,,,,,
>BDN=/,destruction,,,,,,,,,,,,,,,,,,,,,,,,
>BDWN/,(place of) destruction,,,,,,,,,,,,,,,,,,,,,,,,
>BD[,,perish,,destroy,,,exterminate,be destroyed,,,,,,,,,,perish,,,"slay, destroy",,,,
>BGT>/,Abagtha,,,,,,,,,,,,,,,,,,,,,,,,
>BH/,reed,,,,,,,,,,,,,,,,,,,,,,,,
>BH[,,"accede, accept",,,,,,,,,,,,,,,,,,,,,,,
>BJ/,Abijah,,,,,,,,,,,,,,,,,,,,,,,,
>BJ<ZR/,Abiezer,,,,,,,,,,,,,,,,,,,,,,,,
>BJ>L/,Abiel,,,,,,,,,,,,,,,,,,,,,,,,
>BJ>SP/,Abiasaph,,,,,,,,,,,,,,,,,,,,,,,,
>BJB/,ears of barley; Abib (month),,,,,,,,,,,,,,,,,,,,,,,,
>BJCG/,Abishag,,,,,,,,,,,,,,,,,,,,,,,,
>BJCJ/,Abishai,,,,,,,,,,,,,,,,,,,,,,,,
>BJCLWM/,Abishalom,,,,,,,,,,,,,,,,,,,,,,,,
>BJCW</,Abishua,,,,,,,,,,,,,,,,,,,,,,,,
>BJCWR/,Abishur,,,,,,,,,,,,,,,,,,,,,,,,
>BJD</,Abida,,,,,,,,,,,,,,,,,,,,,,,,
>BJDN/,Abidan,,,,,,,,,,,,,,,,,,,,,,,,
>BJGJL/,Abigail,,,,,,,,,,,,,,,,,,,,,,,,
>BJH/,Abijah,,,,,,,,,,,,,,,,,,,,,,,,
>BJHJL/,Abihail,,,,,,,,,,,,,,,,,,,,,,,,
>BJHW/,Abijah,,,,,,,,,,,,,,,,,,,,,,,,
>BJHW>/,Abihu,,,,,,,,,,,,,,,,,,,,,,,,
>BJHWD/,Abihud,,,,,,,,,,,,,,,,,,,,,,,,
>BJM/,Abijah,,,,,,,,,,,,,,,,,,,,,,,,
>BJM>L/,Abimael,,,,,,,,,,,,,,,,,,,,,,,,
>BJMLK/,Abimelech,,,,,,,,,,,,,,,,,,,,,,,,
>BJN<M/,Abinoam,,,,,,,,,,,,,,,,,,,,,,,,
>BJNDB/,Abinadab,,,,,,,,,,,,,,,,,,,,,,,,
>BJR/,"strong, powerful",,,,,,,,,,,,,,,,,,,,,,,,
>BJR=/,strong,,,,,,,,,,,,,,,,,,,,,,,,
>BJRM/,Abiram,,,,,,,,,,,,,,,,,,,,,,,,
>BJSP/,Ebiasaph,,,,,,,,,,,,,,,,,,,,,,,,
>BJTR/,Abiathar,,,,,,,,,,,,,,,,,,,,,,,,
>BJVL/,Abital,,,,,,,,,,,,,,,,,,,,,,,,
>BJVWB/,Abitub,,,,,,,,,,,,,,,,,,,,,,,,
>BJWN/,"poor, oppressed",,,,,,,,,,,,,,,,,,,,,,,,
>BJWNH/,caper-fruit,,,,,,,,,,,,,,,,,,,,,,,,
>BJXJL/,Abihail,,,,,,,,,,,,,,,,,,,,,,,,
>BJ_<LBWN/,Abi-Albon,,,,,,,,,,,,,,,,,,,,,,,,
>BK[,,,,,,"swirl, billow",,,,,,,,,,,,,,,,,,,
>BL,"truly; but, however",,,,,,,,,,,,,,,,,,,,,,,,
>BL/,Abel,,,,,,,,,,,,,,,,,,,,,,,,
>BL=/,"water-course, meadow",,,,,,,,,,,,,,,,,,,,,,,,
>BL==/,(rites of) mourning,,,,,,,,,,,,,,,,,,,,,,,,
>BL===/,in mourning,,,,,,,,,,,,,,,,,,,,,,,,
>BL====/,"stream, canal",,,,,,,,,,,,,,,,,,,,,,,,
>BL=[,,dry up,,,,,,,,,,,,,,,,,,,,,,,
>BL[,,mourn,,,,mourn,cause to mourn,,,,,,,,,,,,,,,,,,
>BL_BJT_M<KH/,Abel Beth Maacah,,,,,,,,,,,,,,,,,,,,,,,,
>BL_HCVJM/,Abel Shittim,,,,,,,,,,,,,,,,,,,,,,,,
>BL_KRMJM/,Abel Keramim,,,,,,,,,,,,,,,,,,,,,,,,
>BL_MJM/,Abel Maim,,,,,,,,,,,,,,,,,,,,,,,,
>BL_MXWLH/,Abel Meholah,,,,,,,,,,,,,,,,,,,,,,,,
>BL_MYRJM/,Abel Mizraim,,,,,,,,,,,,,,,,,,,,,,,,
>BN/,stone,,,,,,,,,,,,,,,,,,,,,,,,
>BN=/,potter's wheel; midwife's stool?,,,,,,,,,,,,,,,,,,,,,,,,
>BNR/,Abner,,,,,,,,,,,,,,,,,,,,,,,,
>BNV/,girdle,,,,,,,,,,,,,,,,,,,,,,,,
>BN_H<ZR/,Ebenezer,,,,,,,,,,,,,,,,,,,,,,,,
>BQ/,dust,,,,,,,,,,,,,,,,,,,,,,,,
>BQH/,scent-powder,,,,,,,,,,,,,,,,,,,,,,,,
>BQ[,,,wrestle,,,,,,,,,,,,,,,,,,,,,,
>BR/,wing,,,,,,,,,,,,,,,,,,,,,,,,
>BRH/,wing,,,,,,,,,,,,,,,,,,,,,,,,
>BRHM/,Abraham,,,,,,,,,,,,,,,,,,,,,,,,
>BRK,(uncertain),,,,,,,,,,,,,,,,,,,,,,,,
