lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
<WBD/,俄备得，《思》敖贝得,,,,,,,,,,,,,,,,
<WBL/,俄巴路，《思》敖巴耳,,,,,,,,,,,,,,,,
<WB[,使黑云遮蔽,,,,,,,,,,,,,,,,
<WC[,赶忙,,,,,,,,,,,,,,,,
<WD[,警告；劝告；保证；肯定,,,环绕,,相互扶持,环绕,被警告,,,,,,,,,
<WG/,噩，《思》敖格,,,,,,,,,,,,,,,,
<WGB/,笛子；管,,,,,,,,,,,,,,,,
<WH/,废墟；荒凉,,,,,,,,,,,,,,,,
<WH=/,废墟；荒凉,,,,,,,,,,,,,,,,
<WH[,,行恶,被扭曲,扭曲,,,扭曲,,,,,,,,,,
<WJ/,亚文，《思》阿威,,,,,,,,,,,,,,,,
<WJT/,亚未得，《思》阿威特,,,,,,,,,,,,,,,,
<WL/,做错事,,,,,,,,,,,,,,,,
<WL==/,不义之人；恶人,,,,,,,,,,,,,,,,
<WLH/,（献）燔祭,,,,,,,,,,,,,,,,
<WLM/,永远；永恒,,,,,,,,,,,,,,,,
<WL[,做错事,,,,,,,,,,,,,,,,
<WN/,罪孽,,,,,,,,,,,,,,,,
<WP/,鸟类；家禽,,,,,,,,,,,,,,,,
<WP[,飞行,飞翔,,飞翔,,飞翔,使飞翔,,,,,,,,,,
<WQ[,吱吱作响,摇晃,,,,,使摇晃,,,,,,,,,,
<WR/,眼瞎,,,,,,,,,,,,,,,,
<WR=/,皮肤,,,,,,,,,,,,,,,,
<WR[,睡醒,醒来,被唤醒,唤醒,,奋起,唤醒,,,,,,,,,,
<WTH/,颠覆；冤枉,,,,,,,,,,,,,,,,
<WTJ/,乌太，《思》乌泰,,,,,,,,,,,,,,,,
<WT[,,,,弯曲,被弯曲,自己弯曲,,,,,,,,,,,
<WY/,乌斯，《思》伍兹,,,,,,,,,,,,,,,,
<WY=/,乌斯，《思》伍兹,,,,,,,,,,,,,,,,
<WY[,商议,,,,,,,,,,,,,,,,
<WZ[,逃亡,寻求庇护,,,,,使获救,,,,,,,,,,
<Y/,树,,,,,,,,,,,,,,,,
<YB/,偶像,,,,,,,,,,,,,,,,
<YB=/,劳动；苦干，劳作；努力工作,,,,,,,,,,,,,,,,
<YB==/,偶像,,,,,,,,,,,,,,,,
<YB===/,偶像,,,,,,,,,,,,,,,,
<YB====/,劳动；苦干，劳作；努力工作,,,,,,,,,,,,,,,,
<YB=[,,,,塑造,,,制作像,,,,,,,,,,
<YBT/,痛苦；麻烦；受苦；悲伤,,,,,,,,,,,,,,,,
<YBWN/,劳动；苦干，劳作；努力工作,,,,,,,,,,,,,,,,
<YB[,受伤,挑剔,忧伤,使伤心,,被伤心,使伤心,,,,,,,,,,
<YH==/,脊骨,,,,,,,,,,,,,,,,
<YJWN_GBR/,以旬‧迦别，《思》厄兹雍革贝尔,,,,,,,,,,,,,,,,
<YL/,懒惰的人；游手好闲的人,,,,,,,,,,,,,,,,
<YLWT/,懒惰；怠惰,,,,,,,,,,,,,,,,
<YL[,不情愿；懒惰；怠惰,,,,,,,,,,,,,,,,
<YM/,骨头,,,,,,,,,,,,,,,,
<YM=/,骨架,,,,,,,,,,,,,,,,
<YM==/,骨架,,,,,,,,,,,,,,,,
<YM===/,骨头,,,,,,,,,,,,,,,,
<YMH/,甚么，怎样,,,,,,,,,,,,,,,,
<YMWN/,押们，《思》阿兹孟,,,,,,,,,,,,,,,,
<YM[,大量，众多；强大,强大,,啃骨头,,,加强,,,,,,,,,,
<YR/,关闭的子宫＞不孕,,,,,,,,,,,,,,,,
<YR=/,统治，管辖,,,,,,,,,,,,,,,,
<YRH/,严肃会，聚集；敬拜的日子,,,,,,,,,,,,,,,,
<YRT/,严肃会，聚集；敬拜的日子,,,,,,,,,,,,,,,,
<YR[,慢下来；停止,阻止,被禁闭,,,,,,,,,,,,,,
<YWM/,大量，众多,,,,,,,,,,,,,,,,
<Z/,坚固的；巨大的,,,,,,,,,,,,,,,,
<Z=/,坚固的；巨大的,,,,,,,,,,,,,,,,
<Z==/,雌山羊,,,,,,,,,,,,,,,,
<Z===/,强壮的；猛烈的；有权力的；大能的,,,,,,,,,,,,,,,,
<Z====/,强壮的；猛烈的；有权力的；大能的,,,,,,,,,,,,,,,,
<Z>ZL/,阿撒泻勒，《思》阿匝则耳,,,,,,,,,,,,,,,,
<ZB=[,离开；留下；抛弃,,,,,,,,,,,,,,,,
<ZBWQ/,押卜，《思》阿次步克,,,,,,,,,,,,,,,,
<ZB[,离开；留下；抛弃,离弃,被遗弃,,被荒废,,,,,,,,,,,,
<ZGD/,押甲，《思》阿次加得,,,,,,,,,,,,,,,,
<ZH/,迦萨，《思》迦萨,,,,,,,,,,,,,,,,
<ZH=/,迦萨，《思》迦萨,,,,,,,,,,,,,,,,
<ZJ/,乌西，《思》乌齐,,,,,,,,,,,,,,,,
<ZJ>/,乌西亚，《思》乌齐雅,,,,,,,,,,,,,,,,
<ZJ>L/,乌薛，《思》乌齐耳,,,,,,,,,,,,,,,,
<ZJ>L=/,雅薛，《思》雅阿齐耳,,,,,,,,,,,,,,,,
<ZJ>LJ/,乌薛族，乌薛人，《思》乌齐耳族,,,,,,,,,,,,,,,,
<ZJH/,乌西雅，《思》乌齐雅,,,,,,,,,,,,,,,,
<ZJZ>/,亚西撒，《思》阿齐匝,,,,,,,,,,,,,,,,
<ZMWT/,押斯玛弗，《思》阿次玛委特,,,,,,,,,,,,,,,,
<ZN/,阿散，《思》阿仓,,,,,,,,,,,,,,,,
<ZNJH/,黑秃鹰,,,,,,,,,,,,,,,,
<ZQH/,亚西加，《思》阿则卡,,,,,,,,,,,,,,,,
<ZQ[,破土,,,,,,,,,,,,,,,,
<ZR>/,以斯拉，《思》厄斯德拉,,,,,,,,,,,,,,,,
<ZR>L/,亚萨列，《思》阿匝勒耳,,,,,,,,,,,,,,,,
<ZRH/,帮助；援助,,,,,,,,,,,,,,,,
<ZRH=/,庭院，院子，院宇,,,,,,,,,,,,,,,,
<ZRH==/,帮助；援助,,,,,,,,,,,,,,,,
<ZRJ/,以斯利，《思》厄次黎,,,,,,,,,,,,,,,,
<ZRJ=/,以斯利，《思》厄次黎,,,,,,,,,,,,,,,,
<ZRJ>L/,亚斯列，《思》阿次黎耳,,,,,,,,,,,,,,,,
<ZRJH/,亚撒利雅，《现》乌西雅，《思》阿匝黎雅,,,,,,,,,,,,,,,,
<ZRJQM/,亚斯利干，《思》阿次黎冈,,,,,,,,,,,,,,,,
<ZR[,得到帮助；接受帮助,帮助,得帮助,,,,帮助,,,,,,,,,,
<ZTJ/,迦萨人；从迦萨来,,,,,,,,,,,,,,,,
<ZWBH/,阿苏巴，《思》阿组巴,,,,,,,,,,,,,,,,
<ZWR/,押朔，《思》阿组尔,,,,,,,,,,,,,,,,
<ZWZ/,能力；权能,,,,,,,,,,,,,,,,
<ZWZ=/,强的；有力的；大能的；战士,,,,,,,,,,,,,,,,
<ZZ/,亚撒，《思》阿匝次,,,,,,,,,,,,,,,,
<ZZJHW/,亚撒西雅，《思》阿匝齐雅,,,,,,,,,,,,,,,,
<ZZ[,强有力的；强壮的；战胜,强硬,,,,,显露蛮横,,,,,,,,,,
>B/,父亲,,,,,,,,,,,,,,,,
>B<B<T/,裂开的伤口；溃烂的（疮），起泡的疮；长疮,,,,,,,,,,,,,,,,
>B=/,花蕊；花,,,,,,,,,,,,,,,,
>BDH/,失物，遗失的东西,,,,,,,,,,,,,,,,
>BDH=/,失物，遗失的东西,,,,,,,,,,,,,,,,
>BDN/,毁灭；屠杀；根绝，消灭,,,,,,,,,,,,,,,,
>BD[,失落，丢失；忘记，遗忘,丧失,,摧毁,,,消灭,,,,,,,,,,
>BGT>/,亚拔他，《思》阿巴革达,,,,,,,,,,,,,,,,
>BH/,芦苇，蒲草,,,,,,,,,,,,,,,,
>BH[,愿意，肯；答应,,,,,,,,,,,,,,,,
>BJ/,亚比，《思》阿彼雅,,,,,,,,,,,,,,,,
>BJ<ZR/,亚比以谢，《思》阿彼厄责尔，阿彼厄则尔,,,,,,,,,,,,,,,,
>BJ>L/,亚别，《思》阿彼耳,,,,,,,,,,,,,,,,
>BJ>SP/,亚比亚撒，《思》阿彼雅撒夫,,,,,,,,,,,,,,,,
>BJB/,榖穗，麦穗，穗子,,,,,,,,,,,,,,,,
>BJCG/,亚比煞，《思》阿彼沙格,,,,,,,,,,,,,,,,
>BJCW</,亚比书，《思》阿彼叔亚,,,,,,,,,,,,,,,,
>BJCWR/,亚比述，《思》阿彼叔尔,,,,,,,,,,,,,,,,
>BJD</,亚比大，《思》阿彼达,,,,,,,,,,,,,,,,
>BJDN/,亚比但，《思》阿彼丹,,,,,,,,,,,,,,,,
>BJGJL/,亚比该，《思》阿彼盖耳,,,,,,,,,,,,,,,,
>BJH/,亚比雅，《思》阿彼雅,,,,,,,,,,,,,,,,
>BJHW>/,亚比户，《思》阿彼胡,,,,,,,,,,,,,,,,
>BJHWD/,亚比忽，《思》厄胡得,,,,,,,,,,,,,,,,
>BJM/,亚比央，《思》阿彼雅,,,,,,,,,,,,,,,,
>BJM>L/,亚比玛利，《思》阿彼玛耳,,,,,,,,,,,,,,,,
>BJMLK/,亚比米勒，《思》阿彼默肋客,,,,,,,,,,,,,,,,
>BJN<M/,亚比挪庵，《思》阿彼诺罕,,,,,,,,,,,,,,,,
>BJNDB/,亚比拿达，《思》阿彼纳达布,,,,,,,,,,,,,,,,
>BJR/,公牛,,,,,,,,,,,,,,,,
>BJR=/,大能者；大能的上帝，全能上帝,,,,,,,,,,,,,,,,
>BJRM/,亚比兰，《思》阿彼兰,,,,,,,,,,,,,,,,
>BJSP/,以比雅撒，《思》厄贝雅撒夫,,,,,,,,,,,,,,,,
>BJTR/,亚比亚他，《思》厄贝雅塔尔,,,,,,,,,,,,,,,,
>BJVL/,亚比她，《思》阿彼塔耳,,,,,,,,,,,,,,,,
>BJVWB/,亚比突，《思》阿彼突布,,,,,,,,,,,,,,,,
>BJWN/,贫穷人；困苦的,,,,,,,,,,,,,,,,
>BJWNH/,刺山柑；杏树,,,,,,,,,,,,,,,,
>BK[,旋转上腾,,,,,,,,,,,,,,,,
>BL,但是，可是，却，然而，不过；虽然,,,,,,,,,,,,,,,,
>BL/,悲哀，哀悼；忧闷；垂头丧气；凄凉,,,,,,,,,,,,,,,,
>BL=/,悲哀，哀悼；忧闷；垂头丧气；凄凉,,,,,,,,,,,,,,,,
>BL===/,悲哀，哀悼；忧闷；垂头丧气；凄凉,,,,,,,,,,,,,,,,
>BL[,哀悼，哀痛，哀哭，悲叹；愁烦，忧愁,哀悼,,,,哀悼,使哀悼,,,,,,,,,,
>BL_BJT_M<KH/,伯·哈干，《思》贝特干,,,,,,,,,,,,,,,,
>BL_HCVJM/,亚伯‧什亭，《思》阿贝耳史廷,,,,,,,,,,,,,,,,
>BL_KRMJM/,亚备勒‧基拉明，《思》阿贝耳革辣明,,,,,,,,,,,,,,,,
>BL_MJM/,亚伯‧玛音，《现》亚伯‧玛音，《思》阿贝耳玛因,,,,,,,,,,,,,,,,
>BL_MXWLH/,亚伯‧米何拉，《思》阿贝耳默曷拉,,,,,,,,,,,,,,,,
>BL_MYRJM/,亚伯‧麦西，《思》阿贝耳米兹辣殷,,,,,,,,,,,,,,,,
>BN/,琐希列盘石，蛇岩，《思》左赫肋特盘石,,,,,,,,,,,,,,,,
>BN=/,制作陶器的转轮，拉坯轮，转盆，轮盆,,,,,,,,,,,,,,,,
>BNR/,押尼珥，《思》阿贝乃尔,,,,,,,,,,,,,,,,
>BNV/,腰带；带子,,,,,,,,,,,,,,,,
>BN_H<ZR/,以便以谢，《思》厄本厄则尔,,,,,,,,,,,,,,,,
>BQ/,灰尘，尘土,,,,,,,,,,,,,,,,
>BQH/,香粉,,,,,,,,,,,,,,,,
>BR/,翅膀,,,,,,,,,,,,,,,,
>BRH/,翅膀，翼,,,,,,,,,,,,,,,,
>BRHM/,亚伯拉罕，《思》亚巴郎,,,,,,,,,,,,,,,,
>BRK,跪下！下拜！回避！,,,,,,,,,,,,,,,,
>BRM/,亚伯兰，《思》亚巴郎,,,,,,,,,,,,,,,,
>BS[,养肥的；肥壮的,,,,,,,,,,,,,,,,
>BT/,阿伯，《思》敖波特,,,,,,,,,,,,,,,,
>BVJX/,西瓜，甜瓜,,,,,,,,,,,,,,,,
>BWJ/,有祸了；哀哉；唉,,,,,,,,,,,,,,,,
>BWS/,食槽，饲料槽,,,,,,,,,,,,,,,,
>BXH/,闪闪发光,,,,,,,,,,,,,,,,
>BY/,亚别，《思》厄贝兹,,,,,,,,,,,,,,,,
>BYN/,以比赞，《思》依贝赞,,,,,,,,,,,,,,,,
>C/,火,,,,,,,,,,,,,,,,
>C<N/,以珊，《思》厄商,,,,,,,,,,,,,,,,
>C=/,是；有,,,,,,,,,,,,,,,,
>CB<L/,伊施巴力，《思》依市巴耳,,,,,,,,,,,,,,,,
>CBL/,亚实别，《思》阿市贝耳,,,,,,,,,,,,,,,,
>CBLJ/,亚实别人，亚实别族，《思》阿市贝耳家族,,,,,,,,,,,,,,,,
>CBN/,伊是班，《思》厄市班,,,,,,,,,,,,,,,,
>CDWD/,亚实突，《思》阿市多得,,,,,,,,,,,,,,,,
>CDWDJ/,亚实突人，《思》阿市多得人,,,,,,,,,,,,,,,,
>CH/,女人，妇人，妇女；妻子,,,,,,,,,,,,,,,,
>CH=/,火祭,,,,,,,,,,,,,,,,
>CJM>/,亚示玛，《思》阿史玛,,,,,,,,,,,,,,,,
>CK/,睾丸,,,,,,,,,,,,,,,,
>CKNZ/,亚实基拿，《思》阿市革纳次,,,,,,,,,,,,,,,,
>CKR/,礼物；交易付款；交换,,,,,,,,,,,,,,,,
>CKWL/,簇；串；挂；棵；束；丛,,,,,,,,,,,,,,,,
>CL/,柳树,,,,,,,,,,,,,,,,
>CM/,有罪；罪过；过错,,,,,,,,,,,,,,,,
>CM=/,有罪；犯了罪；错了,,,,,,,,,,,,,,,,
>CMH/,罪，罪孽；罪过；过错,,,,,,,,,,,,,,,,
>CM[,有了罪；犯了罪；得罪；有错；应付责任,犯罪,承受惩罚,,,,惩罚,,,,,,,,,,
>CNB/,窗棂；窗格子；格子窗,,,,,,,,,,,,,,,,
>CNH/,亚实拿，《思》阿市纳,,,,,,,,,,,,,,,,
>CP/,术士；占卜家；法术师；魔法师；巫师,,,,,,,,,,,,,,,,
>CPH/,箭袋,,,,,,,,,,,,,,,,
>CPNZ/,亚施毗拿，《思》阿市培纳次,,,,,,,,,,,,,,,,
>CPR/,枣子饼,,,,,,,,,,,,,,,,
>CPT/,粪堆；垃圾堆；废物堆,,,,,,,,,,,,,,,,
>CQLWN/,亚实基伦，《思》阿市刻隆,,,,,,,,,,,,,,,,
>CQLWNJ/,亚实基伦人；来自亚实基伦的,,,,,,,,,,,,,,,,
>CR,就是；这，那；那里；那时；怎样,,,,,,,,,,,,,,,,
>CR==/,亚设，《思》阿协尔,,,,,,,,,,,,,,,,
>CR===/,幸福；有福的,,,,,,,,,,,,,,,,
>CR=[,亚设，《思》阿协尔,,,称为有福,被称为有福,,,,,,,,,,,,
>CRH/,亚舍拉，《思》阿舍辣,,,,,,,,,,,,,,,,
>CRJ/,亚设人，《思》阿协尔人,,,,,,,,,,,,,,,,
>CR[,就是；这，那；那里；那时；怎样,直行,,引导,被引导,,,,,,,,,,,,
>CT>L/,以实陶，《思》厄市陶耳,,,,,,,,,,,,,,,,
>CT>LJ/,以实陶人，《思》厄市陶耳人,,,,,,,,,,,,,,,,
>CTWN/,伊施屯，《思》厄舍东,,,,,,,,,,,,,,,,
>CWR/,亚述,,,,,,,,,,,,,,,,
>CWR=/,亚述,,,,,,,,,,,,,,,,
>CWR==/,亚述,,,,,,,,,,,,,,,,
>CXWR/,亚施户，《思》阿市胡尔,,,,,,,,,,,,,,,,
>D/,云雾，雾气；水分,,,,,,,,,,,,,,,,
>DB>L/,亚德别，《思》阿德贝耳,,,,,,,,,,,,,,,,
>DB[,使忧伤，使忧愁；使绝望,,,,,,,,,,,,,,,,
>DC[,踩踏；践踏；踹谷；打谷,,,,,,,,,,,,,,,,
>DD/,哈达，《思》哈达得,,,,,,,,,,,,,,,,
>DJR/,大能；强盛；雄伟；尊贵；威严，荣耀,,,,,,,,,,,,,,,,
>DLJ>/,亚大利雅，《思》阿达里雅,,,,,,,,,,,,,,,,
>DM/,人，世人,,,,,,,,,,,,,,,,
>DM=/,红色；红润,,,,,,,,,,,,,,,,
>DM==/,红宝石；红玛瑙,,,,,,,,,,,,,,,,
>DM===/,人，世人,,,,,,,,,,,,,,,,
>DM====/,人，世人,,,,,,,,,,,,,,,,
>DMDM/,微红，呈现红色，发红,,,,,,,,,,,,,,,,
>DMH/,土地；地上；泥土，泥巴，尘土,,,,,,,,,,,,,,,,
>DMH=/,押玛，《思》阿德玛，阿玛德,,,,,,,,,,,,,,,,
>DMH==/,土地；地上；泥土，泥巴，尘土,,,,,,,,,,,,,,,,
>DMNJ/,红润，光红；带红色，发红,,,,,,,,,,,,,,,,
>DMT>/,押玛他，《思》阿德玛达,,,,,,,,,,,,,,,,
>DM[,红的，微红的，红润的,呈红色,,,被染红,显红色,呈红色,,,,,,,,,,
>DN/,座，底座；插座,,,,,,,,,,,,,,,,
>DN=/,押但，《和修》亚顿，《思》阿丹,,,,,,,,,,,,,,,,
>DNJ/,主,,,,,,,,,,,,,,,,
>DNJQM/,亚多尼干，《思》阿多尼干,,,,,,,,,,,,,,,,
>DNJRM/,亚多尼兰，《思》阿多尼兰 ，阿多兰,,,,,,,,,,,,,,,,
>DNJ_BZQ/,亚多尼‧比色，《思》阿多尼贝则克,,,,,,,,,,,,,,,,
>DNJ_YDQ/,亚多尼‧洗德，《思》阿多尼责德克,,,,,,,,,,,,,,,,
>DR/,崇敬，尊敬；光荣,,,,,,,,,,,,,,,,
>DR<J/,以得来，《思》厄德勒,,,,,,,,,,,,,,,,
>DR==/,亚达珥，《思》阿达尔,,,,,,,,,,,,,,,,
>DR===/,亚达珥，《思》阿达尔,,,,,,,,,,,,,,,,
>DRM/,亚多兰，《思》阿多兰,,,,,,,,,,,,,,,,
>DRMLK/,亚得米勒，《思》阿德辣默肋客,,,,,,,,,,,,,,,,
>DRMLK=/,亚得米勒，《思》阿德辣默肋客,,,,,,,,,,,,,,,,
>DRT/,尊贵；伟大；佳美；光荣,,,,,,,,,,,,,,,,
>DR[,伟大；荣耀，威严,,显荣耀,,,,使荣耀,,,,,,,,,,
>DW/,易多，《思》依多,,,,,,,,,,,,,,,,
>DWM/,以东，《思》厄东,,,,,,,,,,,,,,,,
>DWN/,主；主人；物主；丈夫,,,,,,,,,,,,,,,,
>DWRJM/,亚多莱音，《思》阿多兰,,,,,,,,,,,,,,,,
>FR>L/,亚撒列，《思》阿撒勒耳,,,,,,,,,,,,,,,,
>FR>LH/,亚萨利拉，《思》阿沙勒拉,,,,,,,,,,,,,,,,
>FRJ>L/,亚斯烈，《思》阿斯黎耳,,,,,,,,,,,,,,,,
>FRJ>LJ/,亚斯烈族，《思》阿斯黎耳家族,,,,,,,,,,,,,,,,
>G>/,亚基，《思》厄拉,,,,,,,,,,,,,,,,
>GDH/,绳，索,,,,,,,,,,,,,,,,
>GG/,亚甲，《思》阿加格,,,,,,,,,,,,,,,,
>GGJ/,亚甲人，亚甲族，《思》阿加格人,,,,,,,,,,,,,,,,
>GL/,点滴；珠,,,,,,,,,,,,,,,,
>GLJM/,以基莲，《思》厄革拉因,,,,,,,,,,,,,,,,
>GM/,池塘，水潭，湖泽；沼泽，泥沼,,,,,,,,,,,,,,,,
>GM=/,悲伤；苦恼，愁烦,,,,,,,,,,,,,,,,
>GMWN/,灯心草；芦苇；杂草,,,,,,,,,,,,,,,,
>GN/,碗，盆，杯,,,,,,,,,,,,,,,,
>GP/,军队，部队,,,,,,,,,,,,,,,,
>GRP/,拳头,,,,,,,,,,,,,,,,
>GRT/,信；诏书,,,,,,,,,,,,,,,,
>GRVL/,盘，碗,,,,,,,,,,,,,,,,
>GR[,收割；聚敛；储存,,,,,,,,,,,,,,,,
>GWR/,亚古珥，《思》阿古尔,,,,,,,,,,,,,,,,
>GWRH/,一块银子,,,,,,,,,,,,,,,,
>GWZ/,核桃，坚果；杏树,,,,,,,,,,,,,,,,
>HB/,做爱；饱享爱情，亲爱欢乐，拥抱取乐,,,,,,,,,,,,,,,,
>HB=/,可爱,,,,,,,,,,,,,,,,
>HBH/,爱，爱情；喜爱，喜好，爱恋,,,,,,,,,,,,,,,,
>HB[,爱,爱,可爱,作朋友,,,,,,,,,,,,,
>HD/,阿辖，《思》敖哈得,,,,,,,,,,,,,,,,
>HH,哀哉，糟了，不好了；完了；唉，哎呀,,,,,,,,,,,,,,,,
>HL/,帐棚，帐幕，帐篷,,,,,,,,,,,,,,,,
>HL=/,帐棚，帐幕，帐篷,,,,,,,,,,,,,,,,
>HL==/,沉香树，沉香木；芦荟,,,,,,,,,,,,,,,,
>HLH/,阿荷拉，《思》敖曷拉,,,,,,,,,,,,,,,,
>HLJ>B/,亚何利亚伯，《思》敖曷里雅布,,,,,,,,,,,,,,,,
>HLJBH/,阿荷利巴，《思》敖曷里巴,,,,,,,,,,,,,,,,
>HLJBMH/,阿何利巴玛，《思》敖曷里巴玛,,,,,,,,,,,,,,,,
>HLJBMH=/,阿何利巴玛，《思》敖曷里巴玛,,,,,,,,,,,,,,,,
>HRN/,亚伦，《思》亚郎,,,,,,,,,,,,,,,,
>HW>/,亚哈瓦河，《思》阿哈瓦河,,,,,,,,,,,,,,,,
>HWD/,以笏，《思》厄胡得,,,,,,,,,,,,,,,,
>J<ZR/,伊以谢，《思》耶则尔,,,,,,,,,,,,,,,,
>J<ZRJ/,伊以谢族，《思》耶则尔家族,,,,,,,,,,,,,,,,
>JBH/,敌意，仇视，仇恨,,,,,,,,,,,,,,,,
>JC/,（自然）人；某人；（不论性别的）人,,,,,,,,,,,,,,,,
>JCHWD/,伊施荷，《思》依市曷得,,,,,,,,,,,,,,,,
>JC_BCT/,（自然）人；某人；（不论性别的）人,,,,,,,,,,,,,,,,
>JD/,灾难，灾祸，患难；毁灭；灭亡；惩罚,,,,,,,,,,,,,,,,
>JH,在哪里？,,,,,,,,,,,,,,,,
>JKH=,在哪里？,,,,,,,,,,,,,,,,
>JL/,鹿,,,,,,,,,,,,,,,,
>JL=/,公羊，公绵羊,,,,,,,,,,,,,,,,
>JL==/,公羊，公绵羊,,,,,,,,,,,,,,,,
>JL===/,公羊，公绵羊,,,,,,,,,,,,,,,,
>JL====/,力量，精力,,,,,,,,,,,,,,,,
>JLH/,雌鹿，母鹿，麀鹿,,,,,,,,,,,,,,,,
>JLM=/,以琳，《思》厄林,,,,,,,,,,,,,,,,
>JLWN/,以伦，《思》厄隆,,,,,,,,,,,,,,,,
>JLWN=/,以伦，《思》厄隆,,,,,,,,,,,,,,,,
>JLWN==/,亚雅仑，《思》阿雅隆,,,,,,,,,,,,,,,,
>JLWT/,力量,,,,,,,,,,,,,,,,
>JL_P>RN/,伊勒‧巴兰，《思》厄耳帕兰,,,,,,,,,,,,,,,,
>JM/,令人惊叹；令人惊惧，令人恐惧；威武，耀眼,,,,,,,,,,,,,,,,
>JMH/,惊骇，惊慌，惊惶，惊恐；惧怕；恐怖,,,,,,,,,,,,,,,,
>JMJ/,以米；以米人，《思》厄明,,,,,,,,,,,,,,,,
>JN,从哪里来？从甚么地方来？从何而来？,,,,,,,,,,,,,,,,
>JN/,从哪里来？从甚么地方来？从何而来？,,,,,,,,,,,,,,,,
>JN=,这里有没有……？,,,,,,,,,,,,,,,,
>JPH,哪里？何处？甚么地方？,,,,,,,,,,,,,,,,
>JPH/,伊法,,,,,,,,,,,,,,,,
>JTJ>L/,以铁，《思》依提耳,,,,,,,,,,,,,,,,
>JTMR/,以他玛，《思》依塔玛尔,,,,,,,,,,,,,,,,
>JTN/,永久的；持久的；固定的；长流的（河）；坚固的（住处）；强盛的（国家）,,,,,,,,,,,,,,,,
>JTN=/,永久的；持久的；固定的；长流的（河）；坚固的（住处）；强盛的（国家）,,,,,,,,,,,,,,,,
>JWB/,约伯,,,,,,,,,,,,,,,,
>JZBL/,耶洗别，《思》依则贝耳,,,,,,,,,,,,,,,,
>K,只；惟独；惟有；仅仅；没有别的,,,,,,,,,,,,,,,,
>KCP/,押煞，《思》阿革沙夫，阿革沙弗,,,,,,,,,,,,,,,,
>KD/,亚甲，《思》阿加得,,,,,,,,,,,,,,,,
>KJC/,亚吉，《思》阿基士,,,,,,,,,,,,,,,,
>KJLH/,食物，饮食,,,,,,,,,,,,,,,,
>KL/,食物，食品；粮食,,,,,,,,,,,,,,,,
>KL=/,乌甲，《思》阿基士,,,,,,,,,,,,,,,,
>KLH/,食物；粮食,,,,,,,,,,,,,,,,
>KL[,吃,吃,被吃,,被消耗,,喂食,,,吃,,,,,,,
>KN,肯定地，无疑地；真是，确实；必定；诚然,,,,,,,,,,,,,,,,
>KP/,压力；势力,,,,,,,,,,,,,,,,
>KR/,农夫，耕种田地的人,,,,,,,,,,,,,,,,
>KZB/,虚假的东西；骗人的东西；靠不住的东西,,,,,,,,,,,,,,,,
>KZJB/,亚革悉，《思》阿革齐布,,,,,,,,,,,,,,,,
>KZR/,残忍，残暴不仁；凶猛；恶毒,,,,,,,,,,,,,,,,
>KZRJ/,残忍，残酷，残暴；凶猛；严厉,,,,,,,,,,,,,,,,
>KZRJWT/,残忍，残酷,,,,,,,,,,,,,,,,
>L<D/,以列，《现》以利，《思》厄拉得,,,,,,,,,,,,,,,,
>L<DH/,以拉大，《思》厄拉达,,,,,,,,,,,,,,,,
>L<FH/,以利亚萨，《思》厄拉撒,,,,,,,,,,,,,,,,
>L<WZJ/,伊利乌赛，《思》厄路齐,,,,,,,,,,,,,,,,
>L<ZR/,以利亚撒，《思》厄肋阿匝尔,,,,,,,,,,,,,,,,
>L>/,以拉，《思》厄拉,,,,,,,,,,,,,,,,
>LD<H/,以勒大，《思》厄耳达阿,,,,,,,,,,,,,,,,
>LDD/,伊利达，《思》厄耳达得,,,,,,,,,,,,,,,,
>LGBJC/,冰雹,,,,,,,,,,,,,,,,
>LH,这些；那些,,,,,,,,,,,,,,,,
>LH/,笃耨香树；橡树；大树,,,,,,,,,,,,,,,,
>LH=/,起誓，发誓，立誓；发咒，诅咒,,,,,,,,,,,,,,,,
>LH==/,笃耨香树；橡树,,,,,,,,,,,,,,,,
>LH===/,笃耨香树；橡树；大树,,,,,,,,,,,,,,,,
>LHJM/,神，神明,,,,,,,,,,,,,,,,
>LH[,,诅咒,,,,,使诅咒,,,,,,,,,,
>LJ<M/,以连，《思》厄里安,,,,,,,,,,,,,,,,
>LJ<ZR/,以利以谢，《思》厄里厄则尔,,,,,,,,,,,,,,,,
>LJ>B/,以利押，《思》厄里雅布,,,,,,,,,,,,,,,,
>LJ>L/,以利业，《现》以列，《思》厄里耳,,,,,,,,,,,,,,,,
>LJ>TH/,以利亚他，《思》厄里雅达,,,,,,,,,,,,,,,,
>LJC</,以利沙，《思》厄里叟,,,,,,,,,,,,,,,,
>LJCB</,以利沙巴，《思》厄里舍巴,,,,,,,,,,,,,,,,
>LJCH/,以利沙，《思》厄里沙,,,,,,,,,,,,,,,,
>LJCJB/,以利亚实，《思》厄里雅史布,,,,,,,,,,,,,,,,
>LJCM</,以利沙玛，《思》厄里沙玛,,,,,,,,,,,,,,,,
>LJCPV/,以利沙法，《思》厄里沙法特,,,,,,,,,,,,,,,,
>LJCW</,以利书亚，《思》厄里叔亚,,,,,,,,,,,,,,,,
>LJD</,以利雅大，《思》厄肋雅达，厄里雅达,,,,,,,,,,,,,,,,
