lex,default,qal,nif,piel,pual,hit,hif,hof,hsht,pasq,etpa,nit,hotp,tif,htpa,poal,poel
<T/,waktu,,,,,,,,,,,,,,,,
<TD[,siap,,,menyiapkan,,disiapkan,,,,,,,,,,,
<TH,sekarang,,,,,,,,,,,,,,,,
<TJ/,tepat,,,,,,,,,,,,,,,,
<TJD/,siap,,,,,,,,,,,,,,,,
<TJH/,Ataya,,,,,,,,,,,,,,,,
<TJQ/,kuno,,,,,,,,,,,,,,,,
<TJQ=/,pakaian ketat,,,,,,,,,,,,,,,,
<TK/,Atak,,,,,,,,,,,,,,,,
<TLJ/,Atlai,,,,,,,,,,,,,,,,
<TLJH/,Atalya,,,,,,,,,,,,,,,,
<TM[,terbakar,,,,,,,,,,,,,,,,
<TNJ/,Otni,,,,,,,,,,,,,,,,
<TNJ>L/,Otniel,,,,,,,,,,,,,,,,
<TQ/,"sombong, orang sombong, kesombongan",,,,,,,,,,,,,,,,
<TQ=/,kaya,,,,,,,,,,,,,,,,
<TQ[,"usia, zaman",maju,,,,,memajukan,,,,,,,,,,
<TR/,penyembah,,,,,,,,,,,,,,,,
<TR=/,Eter,,,,,,,,,,,,,,,,
<TRT/,kelimpahan,,,,,,,,,,,,,,,,
<TR[,"berdoa, doa, pendoa, didoakan",berdoa,terenyuh,,,,memohon,,,,,,,,,,
<TWD/,"kambing, anak kambing, kambing hitam",,,,,,,,,,,,,,,,
<TWD=/,"kambing, anak kambing, kambing hitam",,,,,,,,,,,,,,,,
<V/,pena,,,,,,,,,,,,,,,,
<VH/,membungkus,,,,,,,,,,,,,,,,
<VH=[,membungkus,,,,,,,,,,,,,,,,
<VH[,membungkus,membungkus,,,,,membungkus dengan,,,,,,,,,,
<VJCH/,bersin,,,,,,,,,,,,,,,,
<VJN/,perut,,,,,,,,,,,,,,,,
<VLP/,kelelawar,,,,,,,,,,,,,,,,
<VP=[,pingsan,melemah,merana,,,pingsan berulang,melemahkan,,,,,,,,,,
<VP[,pingsan,,,,,,,,,,,,,,,,
<VRH/,"mahkota, memahkotai, dimahkotai",,,,,,,,,,,,,,,,
<VRH=/,"mahkota, memahkotai, dimahkotai",,,,,,,,,,,,,,,,
<VRWT/,Atarот,,,,,,,,,,,,,,,,
<VRWT_>DR/,Atarот-Adar,,,,,,,,,,,,,,,,
<VRWT_BJT_JW>B/,Atarот-Bet-Yoab,,,,,,,,,,,,,,,,
<VRWT_CWPN/,Atarот-Sofan,,,,,,,,,,,,,,,,
<VR[,"mahkota, memahkotai, dimahkotai",mengelilingi,,membuat mahkota,,,memberi mahkota,,,,,,,,,,
<VWP/,pingsan,,,,,,,,,,,,,,,,
<WBD/,Obed,,,,,,,,,,,,,,,,
<WBL/,Obal,,,,,,,,,,,,,,,,
<WB[,mendung,,,,,,,,,,,,,,,,
<WC[,bersegera,,,,,,,,,,,,,,,,
<WD/,lagi,,,,,,,,,,,,,,,,
<WD[,"kesaksian, bersaksi, saksi, saksi-saksi",,,mengepung,,saling membantu berdiri,mengepung,diingatkan,,,,,,,,,
<WG/,Og,,,,,,,,,,,,,,,,
<WGB/,"serunai, serunai-serunai, seruling, seruling-seruling",,,,,,,,,,,,,,,,
<WH/,kehancuran,,,,,,,,,,,,,,,,
<WH=/,kehancuran,,,,,,,,,,,,,,,,
<WH[,,berbuat salah,terbungkuk,membengkokkan,,,memutar,,,,,,,,,,
<WJ/,Avim,,,,,,,,,,,,,,,,
<WJL/,"dosa, penuh dosa, pendosa, berbuat berdosa",,,,,,,,,,,,,,,,
<WJT/,Avit,,,,,,,,,,,,,,,,
<WL/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
<WL=/,ketidakadilan,,,,,,,,,,,,,,,,
<WL==/,"benar, adil, tidak benar, tidak benar",,,,,,,,,,,,,,,,
<WLH/,"Korban Bakaran, Korban api-apian",,,,,,,,,,,,,,,,
<WLL/,atas,,,,,,,,,,,,,,,,
<WLL=/,"mewarisi, warisan, peninggalan, pewaris",,,,,,,,,,,,,,,,
<WLM/,"abadi, kekal, kekekalan",,,,,,,,,,,,,,,,
<WL[,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
<WN/,kecurangan,,,,,,,,,,,,,,,,
<WP/,burung,,,,,,,,,,,,,,,,
<WP[,terbang,terbang,,terbang,,terbang,membuat terbang,,,,,,,,,,
<WQ[,menekan,goyah,,,,,menggoyahkan,,,,,,,,,,
<WR/,buta,,,,,,,,,,,,,,,,
<WR=/,kulit,,,,,,,,,,,,,,,,
<WR=[,buta,,,,,,,,,,,,,,,,
<WRT/,kebutaan,,,,,,,,,,,,,,,,
<WRWN/,kebutaan,,,,,,,,,,,,,,,,
<WR[,"masalah, kesulitan, bermasalah, pembuat masalah",terjaga,terangsang,membangunkan,,bangkit,membangkitkan,,,,,,,,,,
<WTH/,"salah, pelanggar, berbuat salah, menganiaya",,,,,,,,,,,,,,,,
<WTJ/,Utai,,,,,,,,,,,,,,,,
<WT[,,,,membelokkan,terbengkok,membengkok,,,,,,,,,,,
<WY/,Uz,,,,,,,,,,,,,,,,
<WY=/,Uz,,,,,,,,,,,,,,,,
<WY[,"nasihat, konselor, saran, penasihat",,,,,,,,,,,,,,,,
<WZ[,berlari,berlindung,,,,,menyelamatkan,,,,,,,,,,
<Y/,pohon,,,,,,,,,,,,,,,,
<YB/,"illah, allah palsu, dewa, dewi",,,,,,,,,,,,,,,,
<YB=/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
<YB==/,"salah, pelanggar, berbuat salah, menganiaya",,,,,,,,,,,,,,,,
<YB===/,"salah, pelanggar, berbuat salah, menganiaya",,,,,,,,,,,,,,,,
<YB====/,"kerja, pekerjaan, pekerja",,,,,,,,,,,,,,,,
<YB=[,,,,membentuk,,,membuat patung,,,,,,,,,,
<YBT/,luka,,,,,,,,,,,,,,,,
<YBWN/,kesusahan,,,,,,,,,,,,,,,,
<YB[,"meratap, ratapan, meratapi, peratap",mencelakai,terluka,mengesalkan,,bersedih,menyedihkan,,,,,,,,,,
<YH/,"nasihat, konselor, saran, penasihat",,,,,,,,,,,,,,,,
<YH=/,"nasihat, konselor, saran, penasihat",,,,,,,,,,,,,,,,
<YH==/,tulang belakang,,,,,,,,,,,,,,,,
<YH===/,"nasihat, konselor, saran, penasihat",,,,,,,,,,,,,,,,
<YJWN_GBR/,Ezion-Geber,,,,,,,,,,,,,,,,
<YL/,pemalas,,,,,,,,,,,,,,,,
<YLH/,kemalasan,,,,,,,,,,,,,,,,
<YLWT/,kemalasan,,,,,,,,,,,,,,,,
<YL[,malas,,,,,,,,,,,,,,,,
<YM/,tulang,,,,,,,,,,,,,,,,
<YM=/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<YM==/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<YM===/,tulang,,,,,,,,,,,,,,,,
<YMH/,apa,,,,,,,,,,,,,,,,
<YMWN/,Azmon,,,,,,,,,,,,,,,,
<YM[,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",menjadi kuat,,menggigit tulang,,,menguatkan,,,,,,,,,,
<YR/,kesengsaraan,,,,,,,,,,,,,,,,
<YR=/,penguasa,,,,,,,,,,,,,,,,
<YRH/,"majelis, pertemuan, berkumpul, telah berkumpul",,,,,,,,,,,,,,,,
<YRT/,"majelis, pertemuan, berkumpul, telah berkumpul",,,,,,,,,,,,,,,,
<YR[,tahan,menahan,ditahan,,,,,,,,,,,,,,
<YWM/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<Z/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<Z=/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<Z==/,"kambing, anak kambing, kambing hitam",,,,,,,,,,,,,,,,
<Z===/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<Z====/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<Z>/,Uza,,,,,,,,,,,,,,,,
<Z>ZL/,Azazel,,,,,,,,,,,,,,,,
<ZB=[,meninggalkan,,,,,,,,,,,,,,,,
<ZBWQ/,Azbuk,,,,,,,,,,,,,,,,
<ZB[,meninggalkan,meninggalkan,ditinggalkan,,ditinggalkan,,,,,,,,,,,,
<ZGD/,Azgad,,,,,,,,,,,,,,,,
<ZH/,Gaza,,,,,,,,,,,,,,,,
<ZH=/,Gaza,,,,,,,,,,,,,,,,
<ZJ/,Uzi,,,,,,,,,,,,,,,,
<ZJ>/,Uzia,,,,,,,,,,,,,,,,
<ZJ>L/,Uziel,,,,,,,,,,,,,,,,
<ZJ>L=/,Aziel,,,,,,,,,,,,,,,,
<ZJ>LJ/,Uziili,,,,,,,,,,,,,,,,
<ZJH/,Azarya,,,,,,,,,,,,,,,,
<ZJZ>/,Aziza,,,,,,,,,,,,,,,,
<ZMWT/,Azmawet,,,,,,,,,,,,,,,,
<ZN/,Azzan,,,,,,,,,,,,,,,,
<ZNJH/,elang,,,,,,,,,,,,,,,,
<ZQH/,Azeqa,,,,,,,,,,,,,,,,
<ZQ[,mengolah,,,,,,,,,,,,,,,,
<ZR/,penolong,,,,,,,,,,,,,,,,
<ZR=/,penolong,,,,,,,,,,,,,,,,
<ZR>/,Ezra,,,,,,,,,,,,,,,,
<ZR>L/,Azarel,,,,,,,,,,,,,,,,
<ZRH/,pertolongan,,,,,,,,,,,,,,,,
<ZRH=/,pelataran,,,,,,,,,,,,,,,,
<ZRH==/,pertolongan,,,,,,,,,,,,,,,,
<ZRJ/,Ezri,,,,,,,,,,,,,,,,
<ZRJ=/,Ezri,,,,,,,,,,,,,,,,
<ZRJ>L/,Azriel,,,,,,,,,,,,,,,,
<ZRJH/,Azarya,,,,,,,,,,,,,,,,
<ZRJQM/,Azrikam,,,,,,,,,,,,,,,,
<ZR[,menolong,menolong,tertolong,,,,menolong,,,,,,,,,,
<ZTJ/,Gaza,,,,,,,,,,,,,,,,
<ZWBH/,Azuba,,,,,,,,,,,,,,,,
<ZWR/,Azur,,,,,,,,,,,,,,,,
<ZWZ/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
<ZWZ=/,kuat,,,,,,,,,,,,,,,,
<ZZ/,Azaz,,,,,,,,,,,,,,,,
<ZZJHW/,Azazya,,,,,,,,,,,,,,,,
<ZZ[,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",kuat,,,,,menampakkan wajah berani,,,,,,,,,,
></,kayu,,,,,,,,,,,,,,,,
>B/,keluarga,,,,,,,,,,,,,,,,
>B<B<T/,bisul,,,,,,,,,,,,,,,,
>B=/,tumbuhan,,,,,,,,,,,,,,,,
>BDH/,barang hilang,,,,,,,,,,,,,,,,
>BDH=/,barang hilang,,,,,,,,,,,,,,,,
>BDN/,"hancur, binasa, penghancur, pembinasa",,,,,,,,,,,,,,,,
>BDWN/,Abadon,,,,,,,,,,,,,,,,
>BD[,"binasa, dibinasakan, kebinasaan, dapat binasa",binasa,,menghancurkan,,,memusnahkan,,,,,,,,,,
>BGT>/,Abagta,,,,,,,,,,,,,,,,
>BH/,papirus,,,,,,,,,,,,,,,,
>BH[,"tunduk, menundukkan, penundukan, ketundukan",,,,,,,,,,,,,,,,
>BJ/,Abi,,,,,,,,,,,,,,,,
>BJ<ZR/,Abiezer,,,,,,,,,,,,,,,,
>BJ>L/,Abiel,,,,,,,,,,,,,,,,
>BJ>SP/,Abiasaf,,,,,,,,,,,,,,,,
>BJB/,Abib,,,,,,,,,,,,,,,,
>BJCG/,Abisag,,,,,,,,,,,,,,,,
>BJCJ/,Abisai,,,,,,,,,,,,,,,,
>BJCLWM/,Absalom,,,,,,,,,,,,,,,,
>BJCW</,Abisua,,,,,,,,,,,,,,,,
>BJCWR/,Abishur,,,,,,,,,,,,,,,,
>BJD</,Abida,,,,,,,,,,,,,,,,
>BJDN/,Abidan,,,,,,,,,,,,,,,,
>BJGJL/,Abigail,,,,,,,,,,,,,,,,
>BJH/,Abia,,,,,,,,,,,,,,,,
>BJHJL/,Abihail,,,,,,,,,,,,,,,,
>BJHW>/,Abihu,,,,,,,,,,,,,,,,
>BJHWD/,Abihud,,,,,,,,,,,,,,,,
>BJM/,Abia,,,,,,,,,,,,,,,,
>BJM>L/,Abimael,,,,,,,,,,,,,,,,
>BJMLK/,Abimelekh,,,,,,,,,,,,,,,,
>BJN<M/,Abinoam,,,,,,,,,,,,,,,,
>BJNDB/,Abinadab,,,,,,,,,,,,,,,,
>BJR/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
>BJR=/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
>BJRM/,Abiram,,,,,,,,,,,,,,,,
>BJSP/,Ebiasaf,,,,,,,,,,,,,,,,
>BJTR/,Abyatar,,,,,,,,,,,,,,,,
>BJVL/,Abital,,,,,,,,,,,,,,,,
>BJVWB/,Abitub,,,,,,,,,,,,,,,,
>BJWN/,miskin,,,,,,,,,,,,,,,,
>BJWNH/,kerinduan,,,,,,,,,,,,,,,,
>BK[,membungkus,,,,,,,,,,,,,,,,
>BL,tetapi,,,,,,,,,,,,,,,,
>BL/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
>BL=/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
>BL==/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
>BL===/,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
>BL[,"meratap, ratapan, meratapi, peratap",berduka,,,,berduka-duka,menyebabkan duka,,,,,,,,,,
>BL_BJT_M<KH/,"rumah, atap rumah, gudang, penjaga rumah",,,,,,,,,,,,,,,,
>BL_HCVJM/,Abel-Sitim,,,,,,,,,,,,,,,,
>BL_KRMJM/,Habel,,,,,,,,,,,,,,,,
>BL_MJM/,Abel-Mayim,,,,,,,,,,,,,,,,
>BL_MXWLH/,Habel,,,,,,,,,,,,,,,,
>BL_MYRJM/,Abel-Mesir,,,,,,,,,,,,,,,,
>BN/,"batu, bebatuan, merajam",,,,,,,,,,,,,,,,
>BN=/,batu,,,,,,,,,,,,,,,,
>BNR/,Abner,,,,,,,,,,,,,,,,
>BNV/,ikat pinggang,,,,,,,,,,,,,,,,
>BN_H<ZR/,batu pertolongan,,,,,,,,,,,,,,,,
>BQ/,debu,,,,,,,,,,,,,,,,
>BQH/,debu harum,,,,,,,,,,,,,,,,
>BR/,sayap,,,,,,,,,,,,,,,,
>BRH/,sayap,,,,,,,,,,,,,,,,
>BRHM/,"Abraham, Abram",,,,,,,,,,,,,,,,
>BRK,hormat,,,,,,,,,,,,,,,,
>BRM/,"Abraham, Abram",,,,,,,,,,,,,,,,
>BS[,gemuk,,,,,,,,,,,,,,,,
>BT/,Oboth,,,,,,,,,,,,,,,,
>BVJX/,melon,,,,,,,,,,,,,,,,
>BWJ/,aduh,,,,,,,,,,,,,,,,
>BWS/,palungan,,,,,,,,,,,,,,,,
>BXH/,pembantaian,,,,,,,,,,,,,,,,
>BY/,Ebez,,,,,,,,,,,,,,,,
>BYN/,Ibzan,,,,,,,,,,,,,,,,
>C/,api,,,,,,,,,,,,,,,,
>C<N/,Eshan,,,,,,,,,,,,,,,,
>C=/,ada,,,,,,,,,,,,,,,,
>CB</,Asbea,,,,,,,,,,,,,,,,
>CB<L/,Esbaal,,,,,,,,,,,,,,,,
>CBL/,Asybel,,,,,,,,,,,,,,,,
>CBLJ/,Asbelita,,,,,,,,,,,,,,,,
>CBN/,Esban,,,,,,,,,,,,,,,,
>CD/,lereng,,,,,,,,,,,,,,,,
>CDWD/,"Asdod, Azotus",,,,,,,,,,,,,,,,
>CDWDJ/,"Asdod, Azotus",,,,,,,,,,,,,,,,
>CH/,wanita,,,,,,,,,,,,,,,,
>CH=/,"korban, dikorbankan, mengorbankan, persembahan",,,,,,,,,,,,,,,,
>CJCH/,kue kismis,,,,,,,,,,,,,,,,
>CJM>/,Asyima,,,,,,,,,,,,,,,,
>CK/,buah pelir,,,,,,,,,,,,,,,,
>CKL/,Eskhol,,,,,,,,,,,,,,,,
>CKL=/,Eskhol,,,,,,,,,,,,,,,,
>CKNZ/,Askenaz,,,,,,,,,,,,,,,,
>CKR/,hadiah,,,,,,,,,,,,,,,,
>CKWL/,tandan,,,,,,,,,,,,,,,,
>CL/,pohon tarfa,,,,,,,,,,,,,,,,
>CM/,"kurban penebus salah, persembahan rasa bersalah",,,,,,,,,,,,,,,,
>CM=/,"rasa bersalah, bersalah",,,,,,,,,,,,,,,,
>CMH/,"rasa bersalah, bersalah",,,,,,,,,,,,,,,,
>CM[,"rasa bersalah, bersalah",bersalah,menanggung hukuman,,,,menghukum,,,,,,,,,,
>CNB/,jendela,,,,,,,,,,,,,,,,
>CNH/,Ashnah,,,,,,,,,,,,,,,,
>CP/,peramal,,,,,,,,,,,,,,,,
>CPH/,kohkol,,,,,,,,,,,,,,,,
>CPNZ/,Asfenaz,,,,,,,,,,,,,,,,
>CPR/,kue,,,,,,,,,,,,,,,,
>CPT/,"pupuk kandang, pupuk",,,,,,,,,,,,,,,,
>CQLWN/,Askelon,,,,,,,,,,,,,,,,
>CQLWNJ/,Askelon,,,,,,,,,,,,,,,,
>CR,yang,,,,,,,,,,,,,,,,
>CR=/,"sukacita, bersukacita",,,,,,,,,,,,,,,,
>CR==/,Asyer,,,,,,,,,,,,,,,,
>CR===/,bahagia,,,,,,,,,,,,,,,,
>CR=[,Asyer,,,menyatakan berbahagia,dinyatakan berbahagia,,,,,,,,,,,,
>CRH/,"Asyera, tiang berhala Asyera, Asytoret",,,,,,,,,,,,,,,,
>CRJ/,orang Asyer,,,,,,,,,,,,,,,,
>CR[,yang,maju,,memimpin,dipimpin,,,,,,,,,,,,
>CT>L/,Estaol,,,,,,,,,,,,,,,,
>CT>LJ/,Estaoli,,,,,,,,,,,,,,,,
>CTDWR/,pemberontakan,,,,,,,,,,,,,,,,
>CTM</,Eshtemoa,,,,,,,,,,,,,,,,
>CTWN/,Eshton,,,,,,,,,,,,,,,,
>CWR/,"Asyur, orang Asyur, kekaisaran Asyur",,,,,,,,,,,,,,,,
>CWR=/,"Asyur, orang Asyur, kekaisaran Asyur",,,,,,,,,,,,,,,,
>CWR==/,"Asyur, orang Asyur, kekaisaran Asyur",,,,,,,,,,,,,,,,
>CWRJ/,"Asyur, orang Asyur, kekaisaran Asyur",,,,,,,,,,,,,,,,
>CWRJM/,"Asyur, orang Asyur, kekaisaran Asyur",,,,,,,,,,,,,,,,
>CXWR/,Asykhur,,,,,,,,,,,,,,,,
>D/,uap,,,,,,,,,,,,,,,,
>DB>L/,Adbeel,,,,,,,,,,,,,,,,
>DB[,"meratap, ratapan, meratapi, peratap",,,,,,,,,,,,,,,,
>DC[,menggiling,,,,,,,,,,,,,,,,
>DD/,Hadad,,,,,,,,,,,,,,,,
>DJN,kemudian,,,,,,,,,,,,,,,,
>DJR/,"mulia, bangsawan",,,,,,,,,,,,,,,,
>DLJ>/,Adalia,,,,,,,,,,,,,,,,
>DM/,Adam,,,,,,,,,,,,,,,,
>DM=/,merah,,,,,,,,,,,,,,,,
>DM==/,permata merah,,,,,,,,,,,,,,,,
>DM===/,Adam,,,,,,,,,,,,,,,,
>DM====/,Adam,,,,,,,,,,,,,,,,
>DMDM/,kemerahan,,,,,,,,,,,,,,,,
>DMH/,"bumi, duniawi",,,,,,,,,,,,,,,,
>DMH=/,Admah,,,,,,,,,,,,,,,,
>DMH==/,"bumi, duniawi",,,,,,,,,,,,,,,,
>DMJ_HNQB/,Nekeb,,,,,,,,,,,,,,,,
>DMNJ/,merah,,,,,,,,,,,,,,,,
>DMT>/,Admata,,,,,,,,,,,,,,,,
>DM[,merah,merah,,,dicelup merah,tampak kemerahan,memerahkan,,,,,,,,,,
>DN/,"mendirikan, didirikan, pendiri, dasar",,,,,,,,,,,,,,,,
>DN=/,Adan,,,,,,,,,,,,,,,,
>DNJ/,"Tuhan, majikkan, tuan, penguasa",,,,,,,,,,,,,,,,
>DNJH/,Adonia,,,,,,,,,,,,,,,,
>DNJQM/,Adonikam,,,,,,,,,,,,,,,,
>DNJRM/,Adoniram,,,,,,,,,,,,,,,,
>DNJ_BZQ/,Adoni-bezek,,,,,,,,,,,,,,,,
>DNJ_YDQ/,Adoni-zedek,,,,,,,,,,,,,,,,
>DR/,jubah,,,,,,,,,,,,,,,,
>DR</,Adoram,,,,,,,,,,,,,,,,
>DR<J/,Edrei,,,,,,,,,,,,,,,,
>DR=/,Adar,,,,,,,,,,,,,,,,
>DR==/,Adar,,,,,,,,,,,,,,,,
>DR===/,Adar,,,,,,,,,,,,,,,,
>DRGZR/,hakim,,,,,,,,,,,,,,,,
>DRM/,Adoram,,,,,,,,,,,,,,,,
>DRMLK/,Adramelek,,,,,,,,,,,,,,,,
>DRMLK=/,Adramelek,,,,,,,,,,,,,,,,
>DRT/,"jubah, jubah-jubah, berjubah",,,,,,,,,,,,,,,,
>DRZD>,sungguh-sungguh,,,,,,,,,,,,,,,,
>DR[,agung,,bercahaya mulia,,,,memuliakan,,,,,,,,,,
>DW/,Ido,,,,,,,,,,,,,,,,
>DWM/,"Edom, orang Edom, Edomea",,,,,,,,,,,,,,,,
>DWN/,"Tuhan, majikkan, tuan, penguasa",,,,,,,,,,,,,,,,
>DWRJM/,Adoraim,,,,,,,,,,,,,,,,
>FR>L/,Asarel,,,,,,,,,,,,,,,,
>FR>LH/,Asarelah,,,,,,,,,,,,,,,,
>FRJ>L/,Asriel,,,,,,,,,,,,,,,,
>FRJ>LJ/,Asrieli,,,,,,,,,,,,,,,,
>G>/,Agee,,,,,,,,,,,,,,,,
>GDH/,ikat,,,,,,,,,,,,,,,,
>GG/,Agag,,,,,,,,,,,,,,,,
>GGJ/,Agag,,,,,,,,,,,,,,,,
>GL/,tetes,,,,,,,,,,,,,,,,
>GLJM/,Eglain,,,,,,,,,,,,,,,,
>GM/,kolam,,,,,,,,,,,,,,,,
>GM=/,bersedih,,,,,,,,,,,,,,,,
>GMWN/,"gelagah, gelagah-gelagah, buluh, buluh-buluh",,,,,,,,,,,,,,,,
>GN/,mangkuk,,,,,,,,,,,,,,,,
>GP/,pasukan,,,,,,,,,,,,,,,,
>GRP/,kepalan,,,,,,,,,,,,,,,,
>GRT/,surat,,,,,,,,,,,,,,,,
>GRVL/,baskom,,,,,,,,,,,,,,,,
>GR[,"panen, dipanen, mesin penunai, pemanen",,,,,,,,,,,,,,,,
>GWR/,Agur,,,,,,,,,,,,,,,,
>GWRH/,coin,,,,,,,,,,,,,,,,
>GWZ/,kenari,,,,,,,,,,,,,,,,
>HB/,"cinta, cinta kasih, mencintai, dicintai",,,,,,,,,,,,,,,,
>HB=/,"cinta, cinta kasih, mencintai, dicintai",,,,,,,,,,,,,,,,
>HBH/,"cinta, cinta kasih, mencintai, dicintai",,,,,,,,,,,,,,,,
>HB[,"cinta, cinta kasih, mencintai, dicintai",mencintai,dapat dicintai,bersahabat,,,,,,,,,,,,,
>HD/,Ohad,,,,,,,,,,,,,,,,
>HH,aduh,,,,,,,,,,,,,,,,
>HJ,di mana,,,,,,,,,,,,,,,,
>HL/,"kemah, kemah-kemah, pembuat tenda",,,,,,,,,,,,,,,,
>HL=/,"kemah, kemah-kemah, pembuat tenda",,,,,,,,,,,,,,,,
>HL==/,gaharu,,,,,,,,,,,,,,,,
>HLH/,Ahola,,,,,,,,,,,,,,,,
>HLJ>B/,Aholiab,,,,,,,,,,,,,,,,
>HLJBH/,Aholiba,,,,,,,,,,,,,,,,
>HLJBMH/,Aholibama,,,,,,,,,,,,,,,,
>HLJBMH=/,Aholibama,,,,,,,,,,,,,,,,
>HL[,"kemah, kemah-kemah, pembuat tenda",,,,,,,,,,,,,,,,
>HRN/,Harun,,,,,,,,,,,,,,,,
>HW>/,Ahawa,,,,,,,,,,,,,,,,
>HWD/,Ehud,,,,,,,,,,,,,,,,
>J/,pulau,,,,,,,,,,,,,,,,
>J<ZR/,Iezer,,,,,,,,,,,,,,,,
>J<ZRJ/,Iezerit,,,,,,,,,,,,,,,,
>J=,pulau,,,,,,,,,,,,,,,,
>J=/,pulau,,,,,,,,,,,,,,,,
>J==,pulau,,,,,,,,,,,,,,,,
>JBH/,permusuhan,,,,,,,,,,,,,,,,
>JB[,"penentang, lawan-lawan, musuh, musuh-musuh",,,,,,,,,,,,,,,,
>JC/,manusia Allah,,,,,,,,,,,,,,,,
>JCHWD/,Is-Hod,,,,,,,,,,,,,,,,
>JCWN/,murid mata,,,,,,,,,,,,,,,,
>JC_BCT/,manusia Allah,,,,,,,,,,,,,,,,
>JD/,"masalah, kesulitan, bermasalah, pembuat masalah",,,,,,,,,,,,,,,,
>JH,di mana,,,,,,,,,,,,,,,,
>JH/,Ayah,,,,,,,,,,,,,,,,
>JH=/,Ayah,,,,,,,,,,,,,,,,
>JK,bagaimana,,,,,,,,,,,,,,,,
>JKH,bagaimana,,,,,,,,,,,,,,,,
>JKH=,di mana,,,,,,,,,,,,,,,,
>JL/,"rusa, kijang betina, kijang, kijang jantan",,,,,,,,,,,,,,,,
>JL=/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
>JL==/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
>JL===/,"domba betina, domba jantan, domba, bulu domba",,,,,,,,,,,,,,,,
>JL====/,"besar, sangat berkuasa, lebih berkuasa, dengan kuasa",,,,,,,,,,,,,,,,
>JLH/,"rusa, kijang betina, kijang, kijang jantan",,,,,,,,,,,,,,,,
>JLM/,lengkungan,,,,,,,,,,,,,,,,
>JLM=/,Elim,,,,,,,,,,,,,,,,
>JLN/,pohon,,,,,,,,,,,,,,,,
>JLT/,Elat,,,,,,,,,,,,,,,,
>JLT=/,"rusa, kijang betina, kijang, kijang jantan",,,,,,,,,,,,,,,,
>JLWN/,Elon,,,,,,,,,,,,,,,,
>JLWN=/,Elon,,,,,,,,,,,,,,,,
>JLWN==/,Ayalon,,,,,,,,,,,,,,,,
>JLWT/,kekuatan,,,,,,,,,,,,,,,,
>JL_P>RN/,Paran,,,,,,,,,,,,,,,,
>JM/,"perasaan kagum, mengagumkan",,,,,,,,,,,,,,,,
>JMH/,"teror, ketakutan, mengerikan",,,,,,,,,,,,,,,,
>JMJ/,Emim,,,,,,,,,,,,,,,,
>JN,tidak ada,,,,,,,,,,,,,,,,
>JN/,tidak ada,,,,,,,,,,,,,,,,
>JN=,bukan,,,,,,,,,,,,,,,,
>JPH,di mana,,,,,,,,,,,,,,,,
>JPH/,efa,,,,,,,,,,,,,,,,
>JTJ/,ada,,,,,,,,,,,,,,,,
>JTJ>L/,Itiel,,,,,,,,,,,,,,,,
>JTMR/,Itamar,,,,,,,,,,,,,,,,
>JTN/,kekal,,,,,,,,,,,,,,,,
>JTN=/,kekal,,,,,,,,,,,,,,,,
>JWB/,Ayub,,,,,,,,,,,,,,,,
>JZBL/,Izebel,,,,,,,,,,,,,,,,
>K,sungguh,,,,,,,,,,,,,,,,
>KCP/,Akasyaf,,,,,,,,,,,,,,,,
>KD/,Akad,,,,,,,,,,,,,,,,
>KJC/,Akhis,,,,,,,,,,,,,,,,
>KJLH/,makanan,,,,,,,,,,,,,,,,
>KL/,makanan,,,,,,,,,,,,,,,,
>KL=/,habis,,,,,,,,,,,,,,,,
>KLH/,makanan,,,,,,,,,,,,,,,,
>KL[,"melahap, menelan",memakan,termakan,,dikonsumsi,,memberi makan,,,dimakan,,,,,,,
